"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"0500000US29063","DeKalb County, Missouri","4119","221","3832","223","3336","243","496","144","403","138","82","50","3","4","8","12","0","17","21","31","21","31","0","17","0","17","0","17","0","17","0","17","1","3","0","17","23","22","66","56","176","59",
"0500000US29065","Dent County, Missouri","5768","342","5364","344","4654","326","710","162","555","152","95","119","54","42","0","17","6","11","26","30","26","30","0","17","0","17","0","17","0","17","0","17","6","9","0","17","72","31","151","86","149","49",
"0500000US29067","Douglas County, Missouri","4887","340","4445","357","3764","377","681","187","468","167","78","51","108","110","22","27","5","8","10","17","0","17","0","17","0","17","10","17","0","17","0","17","0","17","5","7","188","102","31","30","208","90",
"0500000US29069","Dunklin County, Missouri","11341","348","10740","325","9470","371","1270","205","879","171","192","92","89","47","91","68","19","24","16","25","0","23","16","25","0","23","0","23","0","23","12","18","0","23","48","45","170","80","92","56","263","90",
"0500000US29071","Franklin County, Missouri","48448","1006","45564","971","40865","1028","4699","593","3357","442","849","256","241","119","115","80","137","80","310","120","310","120","0","26","0","26","0","26","0","26","0","26","47","52","35","40","845","258","229","88","1418","297",
"0500000US29073","Gasconade County, Missouri","6493","269","6066","274","5227","292","839","128","704","110","94","46","25","25","0","17","16","19","27","26","27","26","0","17","0","17","0","17","0","17","0","17","4","6","5","8","147","52","12","14","232","62",
"0500000US29075","Gentry County, Missouri","2975","135","2680","131","2232","141","448","116","311","81","54","28","25","19","51","69","7","7","26","15","20","13","0","15","6","8","0","15","0","15","0","15","0","15","12","26","114","40","27","17","116","52",
"0500000US29077","Greene County, Missouri","134341","1559","123014","1641","110235","1545","12779","817","10993","763","1042","257","496","199","199","108","49","43","841","225","780","223","8","17","41","72","12","18","0","26","159","112","320","109","770","204","2781","374","1041","262","5415","568",
"0500000US29079","Grundy County, Missouri","4354","200","3826","210","3426","220","400","88","246","71","106","60","28","26","18","13","2","4","78","55","34","25","0","17","44","48","0","17","0","17","0","17","2","3","0","17","216","91","60","27","172","64",
"0500000US29081","Harrison County, Missouri","3731","188","3310","204","2887","200","423","113","276","99","41","22","96","77","2","4","8","10","4","6","4","6","0","15","0","15","0","15","0","15","0","15","0","15","0","15","177","111","83","47","157","44",
"0500000US29083","Henry County, Missouri","9027","329","8391","326","7633","327","758","126","632","114","70","39","3","4","23","32","30","32","3","4","3","4","0","20","0","20","0","20","0","20","0","20","9","15","0","20","149","87","87","48","388","110",
"0500000US29085","Hickory County, Missouri","2936","214","2667","233","2334","231","333","96","277","87","34","31","20","19","0","15","2","5","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","51","36","77","54","141","74",
"0500000US29087","Holt County, Missouri","2125","97","1960","100","1698","106","262","73","245","72","10","10","7","6","0","11","0","11","6","8","6","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","77","24","23","15","59","20",
"0500000US29089","Howard County, Missouri","4731","216","4195","198","3751","206","444","102","309","82","85","39","32","22","18","16","0","17","23","49","23","49","0","17","0","17","0","17","0","17","0","17","0","17","8","10","148","67","89","60","268","83",
"0500000US29091","Howell County, Missouri","16125","518","15047","505","13496","498","1551","280","1302","270","117","54","72","43","28","38","32","31","14","18","14","18","0","23","0","23","0","23","0","23","0","23","14","16","19","24","215","94","164","76","652","196",
"0500000US29093","Iron County, Missouri","3714","206","3365","215","3003","212","362","90","313","91","30","22","17","15","0","17","2","5","5","7","5","7","0","17","0","17","0","17","0","17","0","17","0","17","11","16","122","52","59","28","152","62",
"0500000US29095","Jackson County, Missouri","326636","2530","294462","2651","268648","2589","25814","1146","20554","1010","3084","464","1302","480","550","180","324","133","7329","536","7220","528","34","33","36","35","22","34","17","21","154","72","446","112","825","246","5822","523","3229","530","14369","833",
"0500000US29097","Jasper County, Missouri","55280","961","51339","977","46241","1079","5098","564","3893","550","546","157","346","153","226","148","87","75","196","114","148","99","44","54","4","7","0","26","0","26","59","44","144","68","149","72","853","170","342","124","2198","353",
"0500000US29099","Jefferson County, Missouri","106506","1465","101618","1359","91724","1658","9894","831","7934","777","1159","251","527","218","173","119","101","64","246","108","239","106","0","26","0","26","7","11","0","26","30","28","125","68","14","20","606","158","285","101","3582","448",
"0500000US29101","Johnson County, Missouri","26552","627","23669","658","21250","635","2419","363","1974","329","354","146","59","53","32","31","0","26","53","43","53","43","0","26","0","26","0","26","0","26","0","26","86","57","141","87","1323","226","112","45","1168","233",
"0500000US29103","Knox County, Missouri","1646","77","1396","74","1212","75","184","51","140","46","44","22","0","11","0","11","0","11","2","5","2","5","0","11","0","11","0","11","0","11","0","11","0","11","0","11","94","35","7","11","147","50",
"0500000US29105","Laclede County, Missouri","14720","542","13734","571","11801","533","1933","411","1624","393","223","118","29","32","23","20","34","35","10","16","10","16","0","23","0","23","0","23","0","23","0","23","34","40","0","23","307","129","159","86","476","171",
"0500000US29107","Lafayette County, Missouri","14926","471","13614","515","12076","469","1538","258","932","187","431","146","111","75","53","48","11","14","48","47","48","47","0","23","0","23","0","23","0","23","15","30","1","2","0","23","301","96","245","129","702","161",
"0500000US29109","Lawrence County, Missouri","15751","513","14219","531","12124","626","2095","297","1711","279","182","85","107","81","82","71","13","20","13","17","13","17","0","23","0","23","0","23","0","23","1","2","27","21","45","47","307","109","251","160","888","253",
"0500000US29111","Lewis County, Missouri","4745","177","4025","189","3376","193","649","131","487","125","116","58","27","23","19","21","0","17","27","27","26","27","0","17","1","2","0","17","0","17","0","17","0","17","0","17","187","64","53","31","453","128",
"0500000US29113","Lincoln County, Missouri","23753","788","22543","838","20192","829","2351","342","1849","290","260","98","204","158","31","26","7","10","50","36","44","34","0","26","0","26","0","26","6","9","0","26","17","30","39","39","93","55","221","142","790","235",
"0500000US29115","Linn County, Missouri","5302","208","4892","208","4227","247","665","145","541","127","119","59","5","7","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","11","12","6","6","109","54","70","35","214","53",
"0500000US29117","Livingston County, Missouri","6571","239","5781","259","5272","269","509","110","412","113","65","43","13","14","12","13","7","11","25","23","25","23","0","17","0","17","0","17","0","17","0","17","0","17","11","16","233","83","68","38","453","135",
"0500000US29119","McDonald County, Missouri","9082","390","8513","411","7172","444","1341","260","1050","233","113","57","79","47","96","91","3","5","19","25","19","25","0","20","0","20","0","20","0","20","0","20","42","34","31","25","89","66","85","60","303","109",
"0500000US29121","Macon County, Missouri","6369","240","5775","240","5051","257","724","143","525","112","74","34","75","49","40","46","10","11","75","52","64","51","0","17","0","17","8","12","3","5","0","17","19","23","4","6","183","54","81","47","232","61",
"0500000US29123","Madison County, Missouri","5025","307","4709","275","4246","268","463","148","296","123","149","80","17","18","0","17","1","3","2","5","2","5","0","17","0","17","0","17","0","17","0","17","0","17","0","17","60","43","95","64","159","92",
"0500000US29125","Maries County, Missouri","3587","215","3098","262","2512","233","586","138","460","113","80","63","22","21","24","32","0","15","6","11","6","11","0","15","0","15","0","15","0","15","0","15","34","36","0","15","113","59","38","35","298","116",
"0500000US29127","Marion County, Missouri","13072","436","11839","487","10932","484","907","180","714","152","123","53","57","40","13","15","0","20","48","35","48","35","0","20","0","20","0","20","0","20","11","22","67","42","29","22","414","110","86","62","578","166",
"0500000US29129","Mercer County, Missouri","1583","98","1290","111","1177","119","113","53","77","49","14","11","22","31","0","11","0","11","16","16","16","16","0","11","0","11","0","11","0","11","0","11","0","11","3","4","108","40","14","12","152","48",
"0500000US29131","Miller County, Missouri","10697","467","9837","456","7940","375","1897","494","1404","351","128","47","356","446","9","9","0","20","4","7","4","7","0","20","0","20","0","20","0","20","0","20","3","4","0","20","212","109","202","132","439","111",
"0500000US29133","Mississippi County, Missouri","4912","316","4561","313","3795","316","766","201","703","191","43","36","20","20","0","17","0","17","15","20","15","20","0","17","0","17","0","17","0","17","8","15","0","17","0","17","160","107","24","24","144","65",
"0500000US29135","Moniteau County, Missouri","6718","215","6188","197","5332","256","856","156","625","129","86","38","87","42","58","35","0","17","26","36","26","36","0","17","0","17","0","17","0","17","9","9","4","4","45","25","128","98","115","56","203","47",
"0500000US29137","Monroe County, Missouri","3822","215","3456","211","2992","203","464","113","400","109","29","21","9","11","16","24","10","9","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","86","39","75","66","205","66",
"0500000US29139","Montgomery County, Missouri","4966","202","4561","216","4083","220","478","91","289","76","73","39","63","36","21","22","32","22","31","36","31","36","0","17","0","17","0","17","0","17","0","17","0","17","15","20","141","59","26","30","192","73",
"0500000US29141","Morgan County, Missouri","6961","410","5890","424","4783","418","1107","238","834","186","110","85","94","89","60","42","9","14","2","5","2","5","0","20","0","20","0","20","0","20","0","20","0","20","100","94","344","133","258","154","367","105",
"0500000US29143","New Madrid County, Missouri","6861","309","6347","316","5762","316","585","124","495","121","63","34","21","24","6","9","0","17","19","27","19","27","0","17","0","17","0","17","0","17","0","17","0","17","7","10","204","57","34","25","250","89",
"0500000US29145","Newton County, Missouri","25885","601","24110","637","21315","615","2795","464","2187","378","371","187","213","130","17","21","7","8","25","28","12","17","0","26","11","19","0","26","2","3","3","5","30","24","2","5","346","112","336","183","1033","234",
"0500000US29147","Nodaway County, Missouri","11123","366","9858","328","8476","353","1382","183","1025","190","205","104","74","64","43","54","35","29","22","23","22","23","0","20","0","20","0","20","0","20","0","20","25","38","104","84","654","166","83","80","377","91",
"0500000US29149","Oregon County, Missouri","3941","257","3541","222","3206","214","335","105","285","92","24","25","26","25","0","17","0","17","72","80","72","80","0","17","0","17","0","17","0","17","0","17","0","17","0","17","72","50","91","61","165","63",
"0500000US29151","Osage County, Missouri","6682","229","6336","217","5260","260","1076","172","882","172","118","43","30","20","38","29","8","9","5","6","5","6","0","17","0","17","0","17","0","17","0","17","9","13","0","17","102","38","59","37","171","66",
"0500000US29153","Ozark County, Missouri","3047","221","2838","213","2422","216","416","110","288","100","110","76","8","13","10","13","0","15","6","7","6","7","0","15","0","15","0","15","0","15","0","15","0","15","0","15","49","45","20","32","134","46",
"0500000US29155","Pemiscot County, Missouri","6358","292","6012","270","5515","257","497","136","396","119","70","52","16","16","2","4","13","21","25","31","25","31","0","17","0","17","0","17","0","17","0","17","0","17","0","17","172","70","46","28","103","46",
"0500000US29157","Perry County, Missouri","9205","356","8745","329","7697","353","1048","195","787","178","158","60","78","47","15","18","10","12","25","29","25","29","0","17","0","17","0","17","0","17","0","17","4","7","12","18","76","44","23","20","320","123",
"0500000US29159","Pettis County, Missouri","18521","503","17168","538","15356","519","1812","251","1285","220","413","148","49","29","41","42","24","22","115","66","115","66","0","23","0","23","0","23","0","23","0","23","31","31","6","9","351","120","56","38","794","175",
"0500000US29161","Phelps County, Missouri","18702","702","16811","645","14819","582","1992","337","1548","284","210","110","86","62","120","120","28","36","119","75","119","75","0","23","0","23","0","23","0","23","111","106","20","24","96","55","771","185","193","86","581","150",
"0500000US29163","Pike County, Missouri","7426","346","6625","349","6004","327","621","127","478","114","57","37","52","30","26","27","8","13","13","15","11","15","0","17","0","17","0","17","2","4","0","17","15","16","14","19","211","107","94","46","454","138",
"0500000US29165","Platte County, Missouri","50502","844","46872","967","42551","1002","4321","668","3650","570","346","128","75","62","176","133","74","68","430","177","375","162","37","51","18","27","0","26","0","26","0","26","32","23","61","43","555","187","209","98","2343","393",
"0500000US29167","Polk County, Missouri","13151","557","11713","544","10322","577","1391","261","1167","256","199","114","6","11","11","12","8","17","16","17","16","17","0","23","0","23","0","23","0","23","0","23","31","29","66","96","411","117","37","24","877","236",
"0500000US29169","Pulaski County, Missouri","28210","715","17974","748","15750","761","2224","408","1967","373","173","102","67","58","12","18","5","8","116","116","116","116","0","26","0","26","0","26","0","26","108","125","55","42","41","52","368","152","97","77","9451","372",
"0500000US29171","Putnam County, Missouri","2137","146","1933","149","1665","146","268","121","220","117","46","37","2","4","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","4","8","48","29","7","11","145","55",
"0500000US29173","Ralls County, Missouri","4791","232","4388","235","4001","224","387","135","289","115","80","47","18","19","0","17","0","17","3","7","3","7","0","17","0","17","0","17","0","17","0","17","4","6","0","17","76","40","17","13","303","125",
"0500000US29175","Randolph County, Missouri","9559","424","8916","401","7941","384","975","192","782","165","125","68","51","39","13","17","4","9","8","13","8","13","0","20","0","20","0","20","0","20","14","18","18","24","0","20","189","96","44","30","370","116",
"0500000US29177","Ray County, Missouri","9856","345","9469","341","8324","392","1145","309","979","284","69","44","54","36","0","20","43","63","42","34","42","34","0","20","0","20","0","20","0","20","0","20","19","20","0","20","74","42","28","24","224","79",
"0500000US29179","Reynolds County, Missouri","2392","167","2143","150","1782","160","361","101","285","98","59","28","0","15","1","2","16","17","10","12","10","12","0","15","0","15","0","15","0","15","7","17","0","15","3","4","91","54","47","36","91","43",
"0500000US29181","Ripley County, Missouri","5161","309","4734","311","4041","297","693","142","551","141","72","48","18","21","52","33","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","12","20","0","17","155","86","86","55","174","79",
"0500000US29183","St. Charles County, Missouri","200349","1504","185241","1754","173056","1741","12185","778","9836","731","1162","206","722","209","168","79","297","132","368","121","185","86","0","26","135","59","12","22","36","48","135","74","203","81","249","114","1724","304","1260","252","11169","833",
"0500000US29185","St. Clair County, Missouri","3251","226","2752","227","2491","222","261","67","164","53","15","14","38","21","44","36","0","15","9","15","9","15","0","15","0","15","0","15","0","15","0","15","0","15","3","5","132","56","91","43","264","80",
"0500000US29186","Ste. Genevieve County, Missouri","8267","381","7806","404","6596","385","1210","285","788","192","392","191","1","4","2","5","27","29","15","24","15","24","0","17","0","17","0","17","0","17","0","17","0","17","0","17","53","34","54","38","339","120",
"0500000US29187","St. Francois County, Missouri","25795","695","24934","705","21494","780","3440","565","2635","507","333","176","185","122","74","106","213","139","16","27","16","27","0","26","0","26","0","26","0","26","0","26","3","5","13","21","295","104","207","125","327","136",
"0500000US29189","St. Louis County, Missouri","486100","2649","437226","3003","404688","3204","32538","1443","25930","1153","4112","541","1738","489","317","109","441","134","12814","851","10725","752","105","69","1697","285","260","104","27","35","486","168","599","167","1168","250","7113","760","3221","374","23473","1213",
"0500000US29195","Saline County, Missouri","10520","348","9732","356","8396","332","1336","252","1064","237","99","48","93","46","80","45","0","20","73","73","73","73","0","20","0","20","0","20","0","20","0","20","5","6","23","23","293","70","136","73","258","73",
"0500000US29197","Schuyler County, Missouri","1872","82","1707","103","1518","111","189","38","127","36","42","21","14","15","6","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","2","3","0","11","32","14","27","17","104","42",
"0500000US29199","Scotland County, Missouri","2169","139","1722","155","1414","129","308","103","158","87","93","67","5","6","52","31","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","5","8","3","4","23","17","40","30","376","112",
"0500000US29201","Scott County, Missouri","17060","535","16073","509","13937","553","2136","347","1734","326","276","95","40","28","65","60","21","28","38","33","10","15","0","23","0","23","14","19","14","26","0","23","27","29","19","24","176","85","86","64","641","183",
"0500000US29203","Shannon County, Missouri","3110","252","2812","247","2488","265","324","109","243","103","49","39","4","7","28","30","0","15","26","28","26","28","0","15","0","15","0","15","0","15","0","15","0","15","0","15","63","40","65","43","144","62",
"0500000US29205","Shelby County, Missouri","2900","116","2543","110","2310","118","233","47","160","38","50","27","2","4","10","11","11","13","7","9","4","6","0","15","0","15","0","15","3","6","0","15","3","4","0","15","166","57","13","11","168","65",
"0500000US29207","Stoddard County, Missouri","11985","368","11174","426","9951","437","1223","224","1107","225","44","32","36","26","20","27","16","21","50","48","50","48","0","20","0","20","0","20","0","20","0","20","15","19","7","7","224","120","167","94","348","145",
"0500000US29209","Stone County, Missouri","12015","563","10928","596","9175","576","1753","264","1481","245","146","85","109","78","4","6","13","11","2","4","2","4","0","23","0","23","0","23","0","23","0","23","22","24","0","23","267","116","30","28","766","243",
"0500000US29211","Sullivan County, Missouri","2724","141","2485","141","1980","142","505","90","364","90","102","35","11","13","16","18","12","13","3","4","3","4","0","15","0","15","0","15","0","15","0","15","1","2","0","15","65","28","22","22","148","36",
"0500000US29213","Taney County, Missouri","23259","777","21183","802","17514","886","3669","574","3036","500","513","199","22","22","98","74","0","26","165","143","165","143","0","26","0","26","0","26","0","26","50","40","58","44","9","14","679","230","133","68","982","222",
"0500000US29215","Texas County, Missouri","8746","551","8310","546","6942","583","1368","338","1133","322","173","77","57","40","0","20","5","6","20","16","15","15","0","20","0","20","0","20","5","10","0","20","0","20","9","12","152","85","34","33","221","104",
"0500000US29217","Vernon County, Missouri","9065","407","7947","370","6950","379","997","233","742","194","175","105","66","44","14","18","0","20","24","35","24","35","0","20","0","20","0","20","0","20","28","31","34","31","12","19","363","108","99","36","558","138",
"0500000US29219","Warren County, Missouri","14406","633","13581","645","12074","646","1507","365","964","289","338","196","137","87","43","42","25","41","13","22","13","22","0","23","0","23","0","23","0","23","0","23","3","6","0","23","197","111","85","60","527","191",
"0500000US29221","Washington County, Missouri","8797","413","8319","431","7304","439","1015","224","804","209","177","108","0","20","34","41","0","20","51","62","51","62","0","20","0","20","0","20","0","20","0","20","0","20","0","20","95","68","70","50","262","93",
"0500000US29223","Wayne County, Missouri","4542","270","4230","289","3545","350","685","176","573","160","90","68","20","20","2","3","0","17","39","35","34","35","0","17","0","17","5","7","0","17","0","17","0","17","0","17","43","29","31","26","199","96",
