"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"0500000US29017","Bollinger County, Missouri","4751","312","4123","287","3709","280","414","132","261","104","52","45","78","65","9","11","14","23","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","15","23","67","40","546","201",
"0500000US29019","Boone County, Missouri","97568","1381","81556","1569","73052","1587","8504","834","6488","789","1295","352","356","145","187","80","178","134","821","266","799","269","0","29","22","37","0","29","0","29","133","72","152","108","580","187","3899","584","874","345","9553","808",
"0500000US29021","Buchanan County, Missouri","38334","687","34595","799","30685","762","3910","427","3068","360","486","181","145","86","80","46","131","103","87","42","87","42","0","29","0","29","0","29","0","29","73","62","189","108","0","29","442","161","163","78","2785","412",
"0500000US29023","Butler County, Missouri","17157","649","15686","627","13450","643","2236","416","1644","360","431","217","93","74","31","47","37","35","81","63","81","63","0","26","0","26","0","26","0","26","0","26","19","23","0","26","297","152","148","79","926","248",
"0500000US29025","Caldwell County, Missouri","4023","159","3515","170","3136","176","379","92","308","86","38","25","32","24","1","2","0","17","3","5","0","17","0","17","0","17","0","17","3","5","0","17","0","17","0","17","45","28","43","34","417","97",
"0500000US29027","Callaway County, Missouri","20189","650","17311","566","15311","655","2000","436","1306","349","538","260","115","87","41","49","0","26","141","121","115","111","26","41","0","26","0","26","0","26","26","33","8","12","11","18","533","226","135","108","2024","375",
"0500000US29029","Camden County, Missouri","17733","694","15028","745","13135","728","1893","373","1619","376","188","93","53","50","23","32","10","17","89","60","73","49","0","26","0","26","0","26","16","24","2","6","59","42","2","4","227","133","462","158","1864","297",
"0500000US29031","Cape Girardeau County, Missouri","41763","911","36777","1002","33702","1107","3075","498","2451","457","454","177","67","55","0","29","103","56","101","88","101","88","0","29","0","29","0","29","0","29","129","94","57","54","101","108","691","224","158","103","3749","564",
"0500000US29033","Carroll County, Missouri","3807","242","3334","223","2893","226","441","117","298","99","93","52","32","31","18","35","0","17","4","6","0","17","0","17","0","17","0","17","4","6","0","17","0","17","0","17","113","90","25","20","331","110",
"0500000US29035","Carter County, Missouri","2231","190","1856","192","1530","214","326","172","206","139","39","43","13","15","9","11","59","82","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","95","64","25","28","255","142",
"0500000US29037","Cass County, Missouri","55894","968","46991","1126","42532","1175","4459","581","3557","508","706","234","87","68","24","19","85","89","12","18","12","18","0","29","0","29","0","29","0","29","16","25","12","13","65","78","613","218","418","167","7767","716",
"0500000US29039","Cedar County, Missouri","5704","410","4912","432","4361","438","551","192","471","184","36","35","0","19","44","57","0","19","76","89","76","89","0","19","0","19","0","19","0","19","0","19","0","19","0","19","79","63","75","61","562","180",
"0500000US29041","Chariton County, Missouri","3358","146","2990","149","2685","134","305","91","267","91","28","18","4","5","4","5","2","3","15","11","0","17","0","17","0","17","8","7","7","7","0","17","0","17","0","17","52","34","19","16","282","60",
"0500000US29043","Christian County, Missouri","44189","1134","38513","1059","34772","1149","3741","670","3074","615","448","154","96","66","67","49","56","47","35","40","35","40","0","29","0","29","0","29","0","29","41","37","83","60","14","23","756","287","228","86","4519","526",
"0500000US29045","Clark County, Missouri","2594","188","2261","189","2021","186","240","82","196","74","26","24","18","19","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","7","13","74","43","20","17","232","115",
"0500000US29047","Clay County, Missouri","133585","1822","109187","1723","99904","1828","9283","912","6705","655","1934","706","348","190","229","91","67","49","210","104","199","102","0","29","0","29","0","29","11","16","202","106","215","113","200","135","1137","291","1258","275","21176","1297",
"0500000US29049","Clinton County, Missouri","9454","348","8339","384","7568","359","771","213","582","180","51","42","83","65","18","18","37","43","0","23","0","23","0","23","0","23","0","23","0","23","0","23","14","17","0","23","103","59","52","49","946","193",
"0500000US29051","Cole County, Missouri","37931","714","32894","780","29596","905","3298","572","2346","430","808","297","66","58","21","26","57","55","179","107","168","109","0","29","0","29","6","10","5","7","118","101","48","45","40","48","499","159","657","229","3496","444",
"0500000US29053","Cooper County, Missouri","7443","273","6669","261","5921","275","748","140","549","117","146","76","30","27","19","22","4","6","31","30","13","20","0","19","4","6","0","19","14","20","58","43","19","19","0","19","122","59","67","33","477","95",
"0500000US29055","Crawford County, Missouri","9341","372","8712","398","7564","399","1148","227","899","203","191","86","27","30","2","4","29","36","22","23","13","21","0","23","9","14","0","23","0","23","0","23","0","23","7","11","115","61","117","70","368","113",
"0500000US29057","Dade County, Missouri","3132","151","2678","158","2383","168","295","85","239","80","56","30","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","3","6","92","38","45","50","314","112",
"0500000US29059","Dallas County, Missouri","6359","474","5656","500","4696","491","960","273","718","242","212","120","0","19","30","28","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","12","17","51","54","2","4","257","194","381","166",
"0500000US29061","Daviess County, Missouri","3817","137","3003","179","2604","162","399","93","248","83","56","29","38","21","33","18","24","20","25","21","25","21","0","17","0","17","0","17","0","17","26","22","0","17","0","17","165","58","84","47","514","130",
"0500000US29063","DeKalb County, Missouri","4128","208","3586","239","3160","227","426","99","305","109","72","54","21","19","5","9","23","34","7","11","7","11","0","19","0","19","0","19","0","19","3","5","0","19","0","19","72","45","52","51","408","115",
"0500000US29065","Dent County, Missouri","5604","347","5024","343","4661","327","363","122","279","120","59","49","17","13","0","19","8","14","0","19","0","19","0","19","0","19","0","19","0","19","0","19","12","19","0","19","130","83","37","33","401","105",
"0500000US29067","Douglas County, Missouri","4347","322","3729","341","3341","344","388","127","266","98","97","69","18","25","7","11","0","19","30","31","30","31","0","19","0","19","0","19","0","19","0","19","0","19","0","19","31","29","81","80","476","212",
"0500000US29069","Dunklin County, Missouri","10637","415","10064","420","8673","418","1391","250","1108","236","241","118","24","27","9","15","9","11","10","15","10","15","0","23","0","23","0","23","0","23","13","18","0","23","8","12","158","83","70","47","314","106",
"0500000US29071","Franklin County, Missouri","49738","963","43569","1099","38788","1104","4781","746","3233","573","1048","312","273","193","147","125","80","68","85","72","85","72","0","29","0","29","0","29","0","29","0","29","16","18","6","8","669","222","287","135","5106","592",
"0500000US29073","Gasconade County, Missouri","6787","284","6252","283","5742","287","510","119","351","100","82","58","38","26","29","28","10","15","10","16","10","16","0","19","0","19","0","19","0","19","0","19","10","12","0","19","59","32","104","104","352","100",
"0500000US29075","Gentry County, Missouri","2833","125","2443","135","2250","127","193","72","131","65","40","22","19","16","0","17","3","5","38","37","26","30","12","16","0","17","0","17","0","17","13","38","2","3","0","17","61","35","48","32","228","71",
"0500000US29077","Greene County, Missouri","149872","2206","126815","2234","113871","2136","12944","1012","10896","1004","1433","321","261","113","89","67","265","120","732","197","724","197","0","29","0","29","0","29","8","20","378","164","242","173","395","141","3192","471","1022","261","17096","1237",
"0500000US29079","Grundy County, Missouri","3971","179","3480","194","3167","187","313","101","238","99","49","22","9","8","2","4","15","15","1","2","1","2","0","17","0","17","0","17","0","17","0","17","17","21","0","17","200","95","63","49","210","57",
"0500000US29081","Harrison County, Missouri","3373","224","2893","214","2670","192","223","77","149","57","34","22","2","2","7","9","31","44","8","13","8","13","0","17","0","17","0","17","0","17","0","17","0","17","0","17","87","45","57","33","328","104",
"0500000US29083","Henry County, Missouri","9426","447","8474","462","7432","439","1042","244","815","226","80","43","61","35","21","17","65","65","10","11","1","3","0","23","0","23","0","23","9","11","0","23","1","5","0","23","190","102","35","28","716","158",
"0500000US29085","Hickory County, Missouri","2524","295","2316","292","1949","251","367","133","325","130","35","33","0","17","7","10","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","14","22","0","17","31","25","10","12","153","91",
"0500000US29087","Holt County, Missouri","1990","80","1769","90","1594","84","175","43","125","35","9","10","13","9","8","7","20","26","5","8","0","12","5","8","0","12","0","12","0","12","0","12","0","12","0","12","55","19","2","3","159","59",
"0500000US29089","Howard County, Missouri","4436","282","3824","286","3356","235","468","130","318","117","128","91","8","13","6","9","8","30","35","41","35","41","0","19","0","19","0","19","0","19","0","19","0","19","0","19","101","50","42","42","434","108",
"0500000US29091","Howell County, Missouri","16384","578","15036","638","12718","640","2318","473","1851","442","385","145","70","62","0","26","12","19","15","25","15","25","0","26","0","26","0","26","0","26","0","26","73","54","2","4","148","81","128","89","982","229",
"0500000US29093","Iron County, Missouri","3778","215","3390","223","2978","183","412","118","317","111","91","33","4","4","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","1","5","0","17","81","39","40","40","266","78",
"0500000US29095","Jackson County, Missouri","358002","2988","285335","3303","260255","3662","25080","1467","19566","1230","3560","577","1088","381","687","219","179","112","4869","715","4678","720","0","29","13","21","166","119","12","16","1230","365","366","154","605","197","5037","610","3905","629","56655","2122",
"0500000US29097","Jasper County, Missouri","57912","1176","51176","1280","46330","1234","4846","532","3715","436","686","258","276","215","136","82","33","37","143","104","105","96","14","22","0","29","24","30","0","29","48","48","113","59","108","102","805","221","401","164","5118","691",
"0500000US29099","Jefferson County, Missouri","115830","1526","100477","1943","92126","2107","8351","1015","6187","807","1294","369","529","205","246","147","95","55","165","167","140","159","0","29","0","29","0","29","25","47","7","13","338","294","11","19","744","240","737","265","13351","1012",
"0500000US29101","Johnson County, Missouri","27349","671","23970","736","21633","734","2337","364","1550","322","533","229","126","61","119","71","9","17","54","43","54","43","0","29","0","29","0","29","0","29","70","63","43","33","16","19","1142","256","153","80","1901","291",
"0500000US29103","Knox County, Missouri","1711","102","1249","133","1076","121","173","70","67","47","95","60","6","6","0","12","5","8","20","27","3","5","0","12","17","27","0","12","0","12","0","12","0","12","0","12","54","42","4","7","384","114",
"0500000US29105","Laclede County, Missouri","16129","688","14927","682","12588","620","2339","474","1998","472","323","144","18","23","0","26","0","26","30","36","17","26","0","26","0","26","0","26","13","26","50","62","44","42","53","48","192","100","197","110","636","176",
"0500000US29107","Lafayette County, Missouri","15745","543","13871","510","12495","596","1376","334","1153","270","216","125","0","26","7","9","0","26","5","9","5","9","0","26","0","26","0","26","0","26","0","26","0","26","18","27","251","105","178","79","1422","376",
"0500000US29109","Lawrence County, Missouri","16907","601","14689","723","12894","716","1795","362","1244","304","403","173","84","68","57","47","7","13","9","16","9","16","0","26","0","26","0","26","0","26","0","26","35","39","42","85","125","57","255","176","1752","374",
"0500000US29111","Lewis County, Missouri","4423","220","3895","284","3589","283","306","103","245","98","32","38","7","6","0","17","22","27","18","30","18","30","0","17","0","17","0","17","0","17","0","17","0","17","0","17","95","41","19","17","396","171",
"0500000US29113","Lincoln County, Missouri","29939","888","26587","1024","23962","1094","2625","550","2165","519","174","129","107","72","0","29","179","183","33","31","33","31","0","29","0","29","0","29","0","29","0","29","1","3","2","4","581","287","237","167","2498","459",
"0500000US29115","Linn County, Missouri","5524","246","4810","268","4407","270","403","127","295","120","43","34","28","19","24","22","13","15","22","28","18","26","3","5","0","19","0","19","1","2","0","19","0","19","25","25","145","61","20","12","502","150",
"0500000US29117","Livingston County, Missouri","6244","257","5739","271","5242","299","497","108","396","101","34","25","2","4","28","36","37","49","29","37","29","37","0","19","0","19","0","19","0","19","0","19","4","9","2","3","55","41","33","24","382","131",
"0500000US29119","McDonald County, Missouri","9465","443","8284","395","7014","385","1270","289","1042","277","77","57","68","43","67","56","16","30","31","27","15","18","0","23","0","23","0","23","16","20","0","23","49","51","0","23","154","93","185","89","762","226",
"0500000US29121","Macon County, Missouri","6554","277","5735","295","5119","286","616","161","512","153","39","31","36","27","27","21","2","3","15","15","9","13","0","19","0","19","4","6","2","4","2","3","0","19","5","5","142","59","15","21","640","140",
"0500000US29123","Madison County, Missouri","5309","318","4466","379","3951","390","515","169","354","144","135","86","0","19","19","30","7","12","39","60","39","60","0","19","0","19","0","19","0","19","0","19","12","21","10","15","100","63","96","77","586","162",
"0500000US29125","Maries County, Missouri","3514","226","3193","255","2778","268","415","118","289","102","59","46","3","6","62","62","2","4","0","17","0","17","0","17","0","17","0","17","0","17","0","17","8","13","0","17","43","37","30","36","240","86",
"0500000US29127","Marion County, Missouri","12424","484","10803","457","9627","470","1176","286","820","219","179","92","101","119","68","58","8","9","43","42","43","42","0","23","0","23","0","23","0","23","52","53","0","23","7","12","538","156","80","58","901","238",
"0500000US29129","Mercer County, Missouri","1453","106","1211","114","1060","119","151","59","99","49","52","33","0","12","0","12","0","12","6","7","6","7","0","12","0","12","0","12","0","12","0","12","0","12","21","31","18","15","5","6","192","61",
"0500000US29131","Miller County, Missouri","10942","474","9948","500","8669","498","1279","225","923","219","220","93","80","41","35","44","21","24","0","23","0","23","0","23","0","23","0","23","0","23","30","43","0","23","0","23","173","101","124","68","667","172",
"0500000US29133","Mississippi County, Missouri","4439","285","4146","296","3744","321","402","178","286","143","45","38","49","73","21","21","1","3","2","4","2","4","0","19","0","19","0","19","0","19","0","19","0","19","0","19","41","41","34","32","216","113",
"0500000US29135","Moniteau County, Missouri","6539","244","5691","269","4823","332","868","187","416","107","132","71","208","92","78","55","34","29","4","5","4","5","0","19","0","19","0","19","0","19","0","19","27","34","50","24","170","83","27","20","570","127",
"0500000US29137","Monroe County, Missouri","3534","198","3111","208","2836","215","275","101","195","77","66","63","14","21","0","17","0","17","6","9","5","9","1","4","0","17","0","17","0","17","0","17","0","17","0","17","240","63","41","26","136","61",
"0500000US29139","Montgomery County, Missouri","5060","251","4370","279","3817","247","553","126","447","110","26","20","12","14","46","34","22","27","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","149","81","84","62","457","96",
"0500000US29141","Morgan County, Missouri","8043","486","6801","461","5174","425","1627","297","1116","269","274","111","113","83","92","57","32","31","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","44","49","118","67","150","89","930","244",
"0500000US29143","New Madrid County, Missouri","6271","273","6009","291","5429","275","580","142","408","123","122","58","35","50","0","19","15","18","0","19","0","19","0","19","0","19","0","19","0","19","0","19","4","6","2","4","35","28","11","13","210","88",
"0500000US29145","Newton County, Missouri","26500","837","23513","931","20699","915","2814","363","2239","351","432","155","89","73","2","5","52","48","12","17","12","17","0","29","0","29","0","29","0","29","0","29","19","21","39","42","444","146","196","99","2277","444",
"0500000US29147","Nodaway County, Missouri","9954","271","8988","293","7886","330","1102","266","798","203","227","183","43","31","27","26","7","8","2","3","2","3","0","23","0","23","0","23","0","23","0","23","0","23","0","23","242","109","58","27","664","145",
"0500000US29149","Oregon County, Missouri","3189","203","2824","216","2436","229","388","122","317","109","37","37","32","41","0","17","2","5","24","23","24","23","0","17","0","17","0","17","0","17","0","17","0","17","0","17","17","19","20","21","304","103",
"0500000US29151","Osage County, Missouri","6615","256","5932","310","5285","277","647","172","581","173","12","10","36","28","12","14","6","7","65","82","0","19","0","19","65","82","0","19","0","19","0","19","18","25","9","15","73","38","28","22","490","134",
"0500000US29153","Ozark County, Missouri","3046","243","2517","272","2212","268","305","92","189","74","86","49","19","17","11","15","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","5","8","32","28","44","32","448","160",
"0500000US29155","Pemiscot County, Missouri","5530","409","5163","386","4416","372","747","223","616","187","84","78","31","32","16","17","0","19","6","10","6","10","0","19","0","19","0","19","0","19","0","19","25","24","0","19","89","65","8","13","239","113",
"0500000US29157","Perry County, Missouri","8926","367","8241","393","7524","401","717","166","482","129","159","99","18","19","10","15","48","55","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","13","15","109","57","61","52","502","159",
"0500000US29159","Pettis County, Missouri","19739","624","17514","585","14994","620","2520","381","1892","325","361","143","149","82","54","53","64","53","60","42","60","42","0","26","0","26","0","26","0","26","0","26","56","43","31","30","406","161","294","110","1378","248",
"0500000US29161","Phelps County, Missouri","19053","600","16491","599","13657","673","2834","543","2204","468","239","124","294","180","97","70","0","26","14","19","14","19","0","26","0","26","0","26","0","26","1","16","9","14","146","93","759","245","228","143","1405","272",
"0500000US29163","Pike County, Missouri","6717","378","6152","365","5454","364","698","157","494","142","115","56","55","41","6","8","28","36","10","16","9","16","0","19","0","19","0","19","1","2","0","19","0","19","0","19","213","95","44","32","298","109",
"0500000US29165","Platte County, Missouri","58554","986","46148","1150","42968","1205","3180","464","2349","399","525","197","214","136","57","44","35","31","98","82","95","82","0","29","3","4","0","29","0","29","252","222","29","34","4","9","218","129","565","244","11240","860",
"0500000US29167","Polk County, Missouri","14094","578","12315","612","11060","595","1255","230","877","216","222","99","110","82","46","44","0","26","7","11","7","11","0","26","0","26","0","26","0","26","6","9","53","64","68","79","214","123","116","87","1315","306",
"0500000US29169","Pulaski County, Missouri","27823","1249","19433","847","17181","864","2252","569","2084","581","75","67","76","56","0","29","17","19","49","59","49","59","0","29","0","29","0","29","0","29","0","29","92","53","110","111","3541","979","228","162","4370","986",
"0500000US29171","Putnam County, Missouri","2014","141","1754","190","1538","197","216","88","182","85","34","35","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","26","34","26","26","208","95",
"0500000US29173","Ralls County, Missouri","4397","305","3843","294","3550","272","293","93","230","81","58","53","3","6","0","19","2","5","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","187","102","35","23","332","107",
"0500000US29175","Randolph County, Missouri","10456","472","9400","486","8472","483","928","217","794","213","89","74","32","32","0","23","13","22","18","28","18","28","0","23","0","23","0","23","0","23","0","23","0","23","0","23","83","58","227","117","728","201",
"0500000US29177","Ray County, Missouri","10704","353","9261","406","8219","406","1042","218","873","212","144","74","0","23","21","25","4","6","102","112","101","112","0","23","0","23","0","23","1","2","3","5","5","7","0","23","96","67","101","62","1136","288",
"0500000US29179","Reynolds County, Missouri","2239","160","2038","152","1670","173","368","103","322","96","31","30","5","6","1","3","9","13","8","9","8","9","0","17","0","17","0","17","0","17","4","7","0","17","0","17","31","21","7","8","151","63",
"0500000US29181","Ripley County, Missouri","4008","253","3431","244","2955","230","476","167","455","166","13","16","6","12","2","3","0","19","15","29","15","29","0","19","0","19","0","19","0","19","24","32","10","16","0","19","125","70","13","14","390","126",
"0500000US29183","St. Charles County, Missouri","220969","1755","176278","2324","163152","2452","13126","1184","9864","1051","2271","470","496","235","389","197","106","86","160","98","76","67","30","37","20","30","33","37","1","3","82","53","276","161","112","71","1834","371","2412","494","39815","1720",
"0500000US29185","St. Clair County, Missouri","3894","228","3471","224","2939","205","532","148","455","140","40","41","31","26","6","12","0","17","8","13","8","13","0","17","0","17","0","17","0","17","0","17","0","17","0","17","55","33","16","13","344","109",
"0500000US29186","Ste. Genevieve County, Missouri","8393","385","7697","371","7211","376","486","146","385","135","34","28","55","54","6","10","6","11","19","36","19","36","0","19","0","19","0","19","0","19","0","19","0","19","0","19","98","93","31","34","548","211",
"0500000US29187","St. Francois County, Missouri","26778","994","23679","1082","21290","918","2389","438","1770","353","386","180","61","49","152","114","20","32","59","66","59","66","0","29","0","29","0","29","0","29","91","128","31","36","17","26","417","209","455","204","2029","454",
"0500000US29189","St. Louis County, Missouri","489741","3388","380866","3556","349336","3821","31530","1731","24867","1471","3707","532","1959","438","669","250","328","112","6814","812","5143","744","975","278","356","146","318","118","22","24","835","222","386","210","893","219","6745","792","3792","647","89410","2633",
"0500000US29195","Saline County, Missouri","10362","439","9390","430","8287","409","1103","259","820","234","233","105","20","28","13","14","17","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","52","55","3","5","431","197","81","59","405","96",
"0500000US29197","Schuyler County, Missouri","1585","129","1423","130","1288","126","135","48","133","48","1","3","1","3","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","28","19","29","30","105","47",
"0500000US29199","Scotland County, Missouri","2078","131","1760","148","1630","140","130","64","49","29","58","41","0","12","0","12","23","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","56","34","27","22","235","91",
"0500000US29201","Scott County, Missouri","17628","553","16448","586","14647","644","1801","327","1252","272","446","195","63","44","37","32","3","6","2","4","2","4","0","26","0","26","0","26","0","26","7","11","10","16","78","109","136","97","171","106","776","187",
"0500000US29203","Shannon County, Missouri","2492","172","2263","181","2041","169","222","74","187","70","20","21","2","4","13","22","0","17","6","11","6","11","0","17","0","17","0","17","0","17","2","5","0","17","4","5","16","17","4","9","197","121",
"0500000US29205","Shelby County, Missouri","2500","161","2144","184","1981","178","163","58","148","56","10","12","5","8","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","183","86","9","8","164","68",
"0500000US29207","Stoddard County, Missouri","12208","460","11550","439","10666","426","884","210","597","159","130","68","122","69","11","19","24","35","8","15","8","15","0","23","0","23","0","23","0","23","0","23","0","23","0","23","161","63","121","60","368","152",
"0500000US29209","Stone County, Missouri","12354","579","10449","609","9139","611","1310","250","1127","246","91","44","29","36","15","17","48","44","23","21","23","21","0","26","0","26","0","26","0","26","10","14","42","35","2","4","134","92","220","117","1474","233",
"0500000US29211","Sullivan County, Missouri","2573","134","2405","135","1920","166","485","109","355","103","112","60","12","13","5","8","1","2","17","21","17","21","0","17","0","17","0","17","0","17","0","17","5","11","1","4","23","23","6","8","116","44",
"0500000US29213","Taney County, Missouri","25217","758","21874","744","18350","817","3524","504","2982","436","346","166","102","68","57","93","37","65","6","8","6","8","0","29","0","29","0","29","0","29","35","32","17","26","40","51","590","176","397","110","2258","443",
"0500000US29215","Texas County, Missouri","8939","410","8082","442","6691","496","1391","341","1091","260","164","136","14","13","24","18","98","103","5","7","5","7","0","23","0","23","0","23","0","23","33","42","0","23","0","23","130","72","112","66","577","145",
"0500000US29217","Vernon County, Missouri","8278","361","6842","394","6053","449","789","265","525","212","203","83","25","33","6","9","30","32","14","15","5","8","0","19","0","19","0","19","9","12","0","19","3","4","92","75","194","77","158","130","975","196",
"0500000US29219","Warren County, Missouri","17747","625","15963","618","14279","641","1684","314","1233","305","269","148","89","58","86","68","7","12","30","44","0","26","0","26","25","44","0","26","5","9","0","26","11","18","4","8","70","54","70","59","1599","309",
"0500000US29221","Washington County, Missouri","9189","444","8473","484","7499","463","974","247","778","209","155","105","38","38","0","23","3","4","1","2","1","2","0","23","0","23","0","23","0","23","0","23","8","15","0","23","78","61","96","80","533","172",
