"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"0500000US29051","Cole County, Missouri","52876","85","290","187","0","28","0","28","0","28","4","7","0","28","18","20","99","113","198","82","53","36","452","127","598","143","866","171","853","173","705","225","12774","970","2577","551","3244","406","7544","685","3805","419","12053","906","5098","574","1120","250","525","180",
"0500000US29053","Cooper County, Missouri","12004","120","55","29","1","3","0","19","3","6","0","19","0","19","0","19","25","27","21","25","19","15","255","73","207","63","244","74","360","78","163","45","3535","240","843","123","941","152","1457","169","1192","168","1808","202","633","135","94","37","148","91",
"0500000US29055","Crawford County, Missouri","16762","81","245","118","0","22","10","17","0","22","1","4","19","22","3","6","11","19","0","22","90","70","766","185","503","147","633","166","399","144","380","151","5663","409","1181","279","1356","260","1970","322","1538","275","1401","296","406","129","141","72","46","31",
"0500000US29057","Dade County, Missouri","5469","37","76","37","3","6","0","17","0","17","0","17","0","17","9","12","9","13","4","7","7","9","84","35","66","31","139","51","167","68","86","41","2149","214","240","67","472","86","852","142","350","85","626","118","88","41","30","18","12","14",
"0500000US29059","Dallas County, Missouri","11685","69","69","72","0","19","0","19","9","15","0","19","0","19","0","19","27","37","19","30","11","18","510","192","121","79","320","130","369","205","179","113","4825","446","849","235","819","196","1813","349","418","138","700","218","485","214","27","37","115","97",
"0500000US29061","Daviess County, Missouri","5524","34","16","14","0","17","0","17","0","17","1","2","0","17","6","8","0","17","17","10","8","8","280","75","65","26","104","41","122","54","49","23","2044","169","244","61","395","77","632","90","394","82","771","116","330","92","19","17","27","18",
"0500000US29063","DeKalb County, Missouri","8772","87","31","30","13","16","10","13","0","19","0","19","9","18","15","20","8","10","7","10","0","19","189","136","128","55","213","64","310","90","84","46","2776","206","1142","150","474","115","1322","162","656","157","959","171","296","98","73","52","57","48",
"0500000US29065","Dent County, Missouri","11029","26","68","47","0","19","15","18","0","19","0","19","0","19","21","41","6","12","89","93","57","39","385","185","411","167","220","95","289","92","212","113","3670","348","648","195","868","218","1611","295","814","192","973","162","543","173","44","32","85","45",
"0500000US29067","Douglas County, Missouri","9623","53","91","64","46","51","0","19","5","8","4","8","0","19","24","20","5","8","64","65","72","61","196","106","222","98","477","174","274","109","163","100","3499","352","580","156","704","189","1354","251","588","183","870","211","268","88","113","85","4","6",
"0500000US29069","Dunklin County, Missouri","19722","131","419","108","0","22","5","6","5","8","39","33","38","30","9","13","117","62","130","59","178","89","633","153","602","110","839","176","807","186","311","97","6434","405","1501","203","1294","205","2092","278","1535","247","1598","228","850","192","225","95","61","45",
"0500000US29071","Franklin County, Missouri","71976","153","617","212","36","43","25","38","8","12","19","35","17","18","32","23","46","48","43","46","123","62","1241","282","1123","302","1476","331","1568","350","1256","325","19666","871","3870","563","6685","526","10999","929","7817","653","9761","819","4370","485","842","242","336","125",
"0500000US29073","Gasconade County, Missouri","10664","12","71","34","0","19","6","8","0","19","0","19","0","19","0","19","11","13","11","18","69","55","352","95","152","62","163","57","328","85","142","65","3504","275","588","153","830","163","1303","173","860","152","1467","226","647","135","47","34","113","57",
"0500000US29075","Gentry County, Missouri","4432","43","105","68","0","17","0","17","0","17","0","17","14","23","1","3","9","10","4","7","11","12","131","62","39","25","91","51","110","51","100","47","1591","162","258","78","268","63","481","82","320","70","640","111","233","48","15","12","11","12",
"0500000US29077","Greene County, Missouri","191127","96","1630","375","0","28","36","57","10","12","0","28","8","13","77","55","154","85","620","230","565","206","1553","297","1743","336","2781","461","2592","382","2300","352","44811","1593","8898","776","17053","1090","30826","1134","15286","1019","38232","1556","15610","1007","3985","528","2357","333",
"0500000US29079","Grundy County, Missouri","6617","53","68","42","1","2","0","17","0","17","0","17","0","17","2","3","0","17","51","62","8","10","306","89","90","47","241","96","196","91","58","33","2145","203","319","104","521","116","738","151","672","120","819","168","280","67","72","53","30","28",
"0500000US29081","Harrison County, Missouri","5819","40","26","25","0","17","0","17","0","17","0","17","0","17","4","6","3","4","3","4","29","33","119","59","77","51","98","40","100","53","93","50","2465","169","270","77","297","55","733","153","589","118","589","121","276","76","32","22","16","15",
"0500000US29083","Henry County, Missouri","15599","54","127","67","0","22","17","22","0","22","0","22","0","22","12","21","19","24","46","43","30","26","343","156","399","145","313","85","374","103","320","118","5613","385","853","171","1072","171","2297","291","1326","198","1494","223","805","161","126","58","13","11",
"0500000US29085","Hickory County, Missouri","7332","82","88","83","0","17","0","17","0","17","0","17","0","17","0","17","0","17","9","11","13","16","144","88","192","105","203","78","181","147","112","68","3139","338","332","156","453","161","1251","219","595","147","417","141","171","75","25","24","7","11",
"0500000US29087","Holt County, Missouri","3244","7","19","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","27","14","25","17","55","29","81","34","27","13","1360","108","110","31","196","35","555","76","200","50","394","73","160","57","16","15","19","15",
"0500000US29089","Howard County, Missouri","6551","42","139","73","0","19","2","4","0","19","0","19","0","19","0","19","0","19","18","23","14","22","114","66","90","45","136","56","127","52","95","44","2079","207","249","77","358","102","773","143","477","109","1018","146","654","137","45","27","163","102",
"0500000US29091","Howell County, Missouri","27506","117","336","146","17","20","4","7","0","25","0","25","42","55","0","25","0","25","14","17","56","66","633","160","530","150","682","160","677","221","864","246","8875","568","2109","329","2032","299","3705","474","2165","358","2788","385","1311","250","252","89","414","257",
"0500000US29093","Iron County, Missouri","7366","65","132","62","0","19","0","19","1","3","4","7","0","19","71","76","32","29","42","24","60","27","245","83","126","53","230","69","320","98","119","65","2560","240","412","99","652","136","844","157","638","155","610","133","188","72","51","34","29","19",
"0500000US29095","Jackson County, Missouri","477814","145","5205","649","42","35","51","46","26","22","256","117","309","124","259","114","473","210","1902","434","1097","283","3736","539","5089","758","7291","723","8835","823","7124","617","116212","2802","18149","1026","35797","1572","76893","2421","35583","1501","96970","2204","41197","1637","10500","714","4818","430",
"0500000US29097","Jasper County, Missouri","79438","151","877","243","0","28","6","12","45","40","142","117","195","137","124","64","166","107","570","178","117","77","972","297","1250","281","2366","508","2086","368","1253","249","22628","1003","5099","616","6097","687","11715","810","5709","652","12985","840","3824","438","708","179","504","179",
"0500000US29099","Jefferson County, Missouri","155830","213","1247","254","61","68","10","15","0","28","20","19","22","24","18","28","96","65","103","61","290","163","1602","353","1876","407","3319","473","3526","583","3110","731","40424","1603","9830","902","13069","835","24865","1378","19461","1117","22372","1459","8491","774","1103","228","915","329",
"0500000US29101","Johnson County, Missouri","31686","190","317","156","0","28","0","28","0","28","5","7","65","63","0","28","50","61","79","60","32","34","304","121","426","185","378","95","281","96","436","132","8349","576","1146","185","2492","342","5012","463","2975","399","5437","465","3072","323","313","125","517","141",
"0500000US29103","Knox County, Missouri","2599","37","14","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1","2","0","12","141","88","6","9","41","25","39","22","72","37","1033","79","165","70","180","58","292","59","206","72","242","70","115","36","42","25","10","15",
"0500000US29105","Laclede County, Missouri","24213","75","227","105","16","25","0","25","0","25","0","25","0","25","0","25","16","21","31","34","153","120","464","156","484","172","675","182","779","238","559","208","8887","602","1627","301","1775","334","3235","405","1656","329","2614","411","744","269","194","97","77","50",
"0500000US29107","Lafayette County, Missouri","22786","104","299","162","0","25","0","25","0","25","0","25","3","5","1","4","12","15","23","30","57","56","248","122","245","100","410","138","642","296","314","125","8867","624","1072","285","1576","283","2967","377","1317","215","2873","424","1403","272","247","105","210","125",
"0500000US29109","Lawrence County, Missouri","25426","119","259","110","0","25","0","25","0","25","0","25","65","56","39","43","6","7","94","66","83","55","473","168","795","220","585","170","795","210","667","193","8714","544","1251","225","2657","384","3402","470","1493","228","2914","421","747","195","327","141","60","45",
"0500000US29111","Lewis County, Missouri","6465","59","54","31","0","17","0","17","6","10","0","17","0","17","4","6","0","17","22","21","28","27","145","70","264","99","114","69","78","32","112","47","2580","215","301","82","502","98","903","145","418","86","595","130","272","76","48","35","19","17",
"0500000US29113","Lincoln County, Missouri","38365","166","368","128","13","24","0","28","0","28","0","28","0","28","11","16","13","21","39","51","58","55","315","145","558","202","868","202","753","184","840","249","13674","948","1895","318","2876","368","5075","520","4123","577","5193","582","1414","286","134","80","145","95",
"0500000US29115","Linn County, Missouri","8279","42","88","49","0","19","0","19","0","19","0","19","0","19","0","19","8","12","13","18","9","8","141","69","104","44","203","84","215","64","114","42","3485","250","305","67","593","112","826","133","646","149","991","208","456","111","54","31","28","25",
"0500000US29117","Livingston County, Missouri","10610","71","85","46","0","19","10","12","0","19","12","27","0","19","0","19","13","20","21","28","25","20","177","62","239","118","268","99","302","75","160","66","3655","305","557","124","981","152","1049","173","1045","200","1341","236","458","109","123","66","89","78",
"0500000US29119","McDonald County, Missouri","15147","119","218","68","0","22","26","33","0","22","16","20","77","44","64","46","64","38","185","76","87","51","435","155","598","157","599","163","436","147","324","126","5267","481","1213","227","1039","176","1822","267","944","212","1253","201","287","94","124","73","69","52",
"0500000US29121","Macon County, Missouri","10434","88","120","55","0","19","0","19","0","19","0","19","0","19","5","10","16","20","1","2","4","5","244","98","120","52","182","67","228","80","184","79","4270","250","600","142","775","140","1111","148","751","136","1230","216","500","116","53","32","40","29",
"0500000US29123","Madison County, Missouri","8465","110","91","54","0","19","3","6","0","19","0","19","10","12","0","19","2","5","12","25","18","23","271","123","217","134","153","92","295","112","113","61","2964","344","463","161","628","137","1206","217","827","188","762","171","413","121","10","11","7","11",
"0500000US29125","Maries County, Missouri","6341","48","69","40","0","17","0","17","0","17","0","17","30","34","0","17","0","17","64","41","0","17","228","106","248","124","183","85","117","68","88","50","2102","245","387","109","491","132","752","162","583","122","631","122","315","129","44","29","9","16",
"0500000US29127","Marion County, Missouri","19269","136","168","65","0","22","0","22","0","22","8","12","5","13","21","19","1","3","33","39","91","60","246","99","162","76","543","211","419","142","353","138","5968","507","886","154","1452","244","2640","341","1500","205","3029","329","1425","249","233","90","86","50",
"0500000US29129","Mercer County, Missouri","2419","33","26","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1","3","26","24","51","29","49","32","36","24","84","46","945","92","58","25","211","73","269","82","199","58","304","68","147","42","11","10","2","3",
"0500000US29131","Miller County, Missouri","17495","87","177","90","9","14","0","22","0","22","0","22","3","7","36","38","0","22","24","32","13","16","294","138","435","142","405","117","451","173","345","134","5811","456","1146","207","1386","264","2297","337","1345","210","2231","302","826","182","151","67","110","66",
"0500000US29133","Mississippi County, Missouri","9577","120","118","56","0","19","0","19","0","19","35","53","27","41","23","20","28","29","124","79","146","69","324","123","399","124","306","116","493","138","156","64","3105","274","1010","163","480","137","1159","230","451","138","780","189","366","108","20","18","27","18",
"0500000US29135","Moniteau County, Missouri","10720","138","72","32","0","19","0","19","0","19","0","19","5","8","12","26","6","11","32","40","30","23","547","126","278","88","242","76","211","68","139","59","3724","253","733","134","888","158","1278","177","489","96","1503","199","453","107","50","35","28","32",
"0500000US29137","Monroe County, Missouri","6170","57","56","32","0","17","0","17","3","4","0","17","0","17","0","17","19","35","9","10","3","6","156","64","116","46","98","45","67","28","92","59","2704","229","271","85","552","98","736","147","434","97","648","123","161","51","34","22","11","9",
"0500000US29139","Montgomery County, Missouri","8094","90","80","47","0","19","0","19","0","19","4","6","16","24","14","13","0","19","8","10","7","7","202","68","160","69","229","60","239","80","97","37","3027","232","615","129","558","115","902","149","612","161","911","199","349","105","30","26","34","26",
"0500000US29141","Morgan County, Missouri","14447","138","201","110","0","22","43","62","0","22","0","22","5","11","11","12","24","25","30","38","64","62","1186","247","223","101","441","163","510","163","402","164","4469","359","1232","250","1209","245","1598","251","973","251","1172","252","451","123","144","74","59","52",
"0500000US29143","New Madrid County, Missouri","12033","79","121","69","4","6","0","19","0","19","11","13","8","8","10","12","15","17","54","38","78","57","263","83","343","102","576","144","576","152","177","69","4594","331","1011","168","685","153","1158","161","904","205","865","153","477","127","69","44","34","26",
"0500000US29145","Newton County, Missouri","39634","143","243","82","2","4","0","28","0","28","1","4","19","18","101","81","85","89","183","117","59","42","988","291","645","221","922","200","993","247","545","168","12039","751","1855","362","3226","364","5706","515","3453","426","5859","548","1767","288","648","142","295","90",
"0500000US29147","Nodaway County, Missouri","12444","160","139","95","3","6","0","22","4","5","3","7","20","39","5","7","0","22","9","8","1","4","158","60","57","38","139","41","193","75","105","48","3965","283","767","160","761","146","1830","240","880","158","1943","217","961","190","173","66","328","152",
"0500000US29149","Oregon County, Missouri","7497","52","90","52","0","19","0","19","0","19","0","19","0","19","5","9","0","19","41","30","39","57","324","114","171","94","117","56","260","107","36","28","2889","247","501","144","343","93","1201","225","364","107","607","129","356","150","103","81","50","44",
"0500000US29151","Osage County, Missouri","9262","68","48","32","0","19","0","19","0","19","0","19","1","3","0","19","2","3","0","19","25","24","259","66","35","31","201","77","135","64","72","36","3720","248","350","89","573","131","897","168","1051","174","1412","203","377","102","82","50","22","19",
"0500000US29153","Ozark County, Missouri","6879","78","57","35","0","17","0","17","0","17","0","17","0","17","0","17","20","22","9","13","2","4","321","138","185","124","215","76","306","89","189","98","2300","236","425","125","657","168","969","184","419","106","471","140","288","99","30","27","16","17",
"0500000US29155","Pemiscot County, Missouri","10725","86","84","44","0","19","0","19","0","19","2","3","21","21","8","8","19","13","48","34","104","47","661","171","220","89","513","134","367","92","187","66","3947","281","770","148","572","169","1260","228","656","161","775","158","424","142","74","43","13","11",
"0500000US29157","Perry County, Missouri","13202","112","162","73","0","19","0","19","7","11","0","19","0","19","6","12","9","12","50","42","31","34","466","125","281","126","265","103","285","93","205","77","4785","305","740","186","822","173","1507","227","1057","189","1778","271","633","170","90","45","23","23",
"0500000US29159","Pettis County, Missouri","28130","120","427","121","4","7","11","16","9","13","0","25","17","19","70","68","39","42","131","71","140","88","459","138","403","119","605","129","598","150","581","148","8285","447","1634","205","2476","311","4071","351","2974","327","3186","331","1566","237","297","110","147","65",
"0500000US29161","Phelps County, Missouri","27842","225","137","74","20","33","0","25","0","25","13","18","44","51","0","25","64","51","74","71","73","68","475","138","276","119","413","137","643","213","622","192","6836","625","1578","311","2029","345","3725","499","2491","336","4590","533","2333","417","522","170","884","170",
"0500000US29163","Pike County, Missouri","12587","127","35","28","0","19","0","19","0","19","0","19","0","19","0","19","13","19","5","7","35","22","325","112","255","89","330","88","362","113","312","132","5006","366","1414","153","759","136","1221","176","627","107","1315","184","455","107","90","45","28","20",
"0500000US29165","Platte County, Missouri","70196","140","360","176","0","28","32","34","10","15","0","28","1","3","0","28","7","8","13","15","38","52","234","91","480","188","464","156","547","148","585","136","14291","1025","1741","312","4718","479","11047","699","5447","501","18834","943","8748","661","1708","278","891","242",
"0500000US29167","Polk County, Missouri","20640","92","174","101","0","25","0","25","0","25","2","5","0","25","11","17","0","25","3","6","7","8","518","171","396","140","505","171","465","162","248","90","6932","509","895","183","1468","240","3313","401","1457","333","2930","507","957","217","159","75","200","109",
"0500000US29169","Pulaski County, Missouri","29396","413","411","297","15","23","0","28","0","28","4","7","0","28","0","28","95","100","27","24","11","11","182","83","263","164","332","158","206","87","432","192","7037","778","1432","366","1757","357","5619","716","3416","518","4958","599","2692","556","171","103","336","202",
"0500000US29171","Putnam County, Missouri","3353","90","23","24","0","12","0","12","0","12","0","12","0","12","0","12","2","6","0","12","0","12","81","55","52","44","47","35","23","20","13","16","1301","154","164","99","321","105","348","123","294","101","405","123","228","88","31","30","20","20",
"0500000US29173","Ralls County, Missouri","7326","40","104","67","0","19","0","19","0","19","0","19","7","11","0","19","0","19","31","37","11","16","119","55","104","61","90","49","166","76","66","38","3023","263","428","129","484","118","1040","187","527","128","701","161","336","103","70","41","19","17",
"0500000US29175","Randolph County, Missouri","17123","145","177","113","0","22","1","3","0","22","0","22","1","2","2","4","0","22","28","30","53","46","366","122","267","92","407","138","415","93","240","69","5060","368","1254","224","1671","241","2242","255","1867","245","2123","327","681","157","148","89","120","70",
"0500000US29177","Ray County, Missouri","16008","71","29","16","5","13","0","22","0","22","0","22","0","22","13","17","1","3","6","10","64","62","274","120","441","145","346","129","340","90","291","128","6773","443","760","160","1396","214","1983","292","1021","182","1597","242","490","142","120","79","58","53",
"0500000US29179","Reynolds County, Missouri","4684","53","40","34","0","17","0","17","0","17","0","17","0","17","0","17","0","17","11","14","42","34","190","76","227","107","153","70","227","80","97","46","1536","173","194","69","293","88","583","126","368","90","551","139","145","60","13","18","14","18",
"0500000US29181","Ripley County, Missouri","9524","76","124","69","0","19","16","26","0","19","0","19","9","13","52","63","0","19","0","19","74","57","249","85","264","91","425","154","428","151","102","53","3154","288","683","183","950","225","1350","256","615","146","694","159","214","83","63","59","58","58",
"0500000US29183","St. Charles County, Missouri","272116","75","1248","284","65","45","40","42","0","28","57","70","0","28","18","20","52","46","304","146","229","153","1822","380","1377","341","2347","422","2495","434","3421","516","54884","1586","8310","745","20593","1162","39303","1449","24636","1167","70442","1648","32367","1442","4792","717","3314","358",
"0500000US29185","St. Clair County, Missouri","7013","27","50","27","0","17","0","17","0","17","22","24","8","10","13","16","3","5","4","8","11","12","121","75","124","44","247","83","295","92","44","29","2404","213","373","82","469","99","1196","197","613","115","667","175","289","83","33","25","27","26",
"0500000US29186","Ste. Genevieve County, Missouri","12787","103","166","92","0","19","0","19","0","19","0","19","11","17","10","13","29","31","6","7","16","23","162","72","161","80","213","122","266","125","135","76","4053","329","738","218","1436","274","1805","292","1288","265","1298","270","801","188","131","106","62","53",
"0500000US29187","St. Francois County, Missouri","47217","286","550","173","0","28","36","46","0","28","31","33","11","13","79","78","0","28","138","99","387","174","871","206","838","262","1498","219","1696","307","816","206","13570","860","4205","472","4221","480","7642","632","4025","541","3826","497","2086","317","361","131","330","141",
"0500000US29189","St. Louis County, Missouri","691689","102","4269","638","128","75","236","91","100","89","146","80","262","149","320","167","542","208","934","238","856","232","4461","503","3635","577","7527","741","9854","1008","8257","624","126898","2740","20220","1357","39087","1574","102832","2475","53727","2057","174212","3172","95038","2579","22345","1265","15803","895",
"0500000US29195","Saline County, Missouri","14921","177","295","104","27","37","0","22","32","22","54","59","56","53","0","22","28","30","104","93","24","22","326","114","342","113","411","125","405","142","174","75","4678","393","822","212","1215","202","1638","198","926","169","2342","336","760","158","117","56","145","62",
