"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"0500000US29071","Franklin County, Missouri","102063","*****","98344","298","967","167","96","96","533","87","57","72","607","278","1459","241","95","78","1364","232",
"0500000US29073","Gasconade County, Missouri","14875","*****","14539","12","77","31","45","31","46","29","0","17","2","4","166","55","0","17","166","55",
"0500000US29075","Gentry County, Missouri","6745","*****","6558","19","71","50","14","25","31","9","0","15","30","23","41","32","17","16","24","29",
"0500000US29077","Greene County, Missouri","285449","*****","259031","586","9313","513","1498","265","5261","374","382","100","2458","525","7506","680","678","235","6828","666",
"0500000US29079","Grundy County, Missouri","10231","*****","9874","45","74","47","65","57","29","30","7","11","11","11","171","61","17","27","154","55",
"0500000US29081","Harrison County, Missouri","8649","*****","8404","79","71","55","12","16","2","4","2","11","43","74","115","59","2","4","113","59",
"0500000US29083","Henry County, Missouri","21930","*****","21025","104","321","42","161","57","39","43","5","7","69","101","310","83","2","3","308","83",
"0500000US29085","Hickory County, Missouri","9267","*****","8962","21","14","16","87","37","22","27","4","7","19","21","159","40","0","15","159","40",
"0500000US29087","Holt County, Missouri","4537","*****","4386","6","18","16","42","23","31","29","0","11","0","11","60","27","0","11","60","27",
"0500000US29089","Howard County, Missouri","10148","*****","9327","29","531","70","55","28","22","24","15","19","22","28","176","73","0","17","176","73",
"0500000US29091","Howell County, Missouri","40265","*****","38572","173","123","64","186","94","234","85","0","23","263","170","887","156","22","39","865","151",
"0500000US29093","Iron County, Missouri","10220","*****","9794","28","194","28","71","50","12","19","8","11","10","16","131","44","8","9","123","44",
"0500000US29095","Jackson County, Missouri","683643","*****","455236","1860","162364","1213","3457","506","11944","483","1703","300","28416","1983","20523","1381","2680","576","17843","1278",
"0500000US29097","Jasper County, Missouri","117376","*****","106701","519","2612","283","1553","208","1293","184","288","146","1451","488","3478","421","286","141","3192","409",
"0500000US29099","Jefferson County, Missouri","222453","*****","214052","351","2190","340","552","187","1647","158","37","58","600","241","3375","455","355","209","3020","395",
"0500000US29101","Johnson County, Missouri","54229","*****","48456","197","2409","183","367","101","820","143","183","8","192","115","1802","253","101","81","1701","257",
"0500000US29103","Knox County, Missouri","3997","*****","3857","11","14","10","0","11","9","13","27","26","16","15","74","30","6","8","68","30",
"0500000US29105","Laclede County, Missouri","35505","*****","33975","136","168","81","282","159","129","103","4","9","83","81","864","208","28","25","836","205",
"0500000US29107","Lafayette County, Missouri","32789","*****","30905","172","655","103","83","47","153","33","22","25","127","100","844","154","39","57","805","133",
"0500000US29109","Lawrence County, Missouri","38204","*****","36230","378","205","68","191","74","208","3","0","23","746","394","624","104","15","17","609","101",
"0500000US29111","Lewis County, Missouri","10146","*****","9562","45","294","48","59","20","21","17","15","18","22","42","173","58","3","6","170","57",
"0500000US29113","Lincoln County, Missouri","54286","*****","51519","254","977","197","185","83","245","102","62","63","356","257","942","194","41","57","901","191",
"0500000US29115","Linn County, Missouri","12319","*****","11820","91","53","34","22","17","27","22","0","17","113","96","284","60","59","34","225","44",
"0500000US29117","Livingston County, Missouri","15057","*****","14194","69","423","59","90","25","79","15","26","31","55","63","190","78","20","27","170","71",
"0500000US29119","McDonald County, Missouri","22720","*****","20197","139","421","37","610","173","307","23","313","82","173","102","699","173","41","42","658","173",
"0500000US29121","Macon County, Missouri","15399","*****","14569","47","355","94","44","27","64","42","0","17","45","52","322","97","42","38","280","90",
"0500000US29123","Madison County, Missouri","12403","*****","11844","67","178","149","60","37","79","111","0","17","0","17","242","206","0","17","242","206",
"0500000US29125","Maries County, Missouri","8987","*****","8805","84","44","49","87","88","16","20","0","15","0","15","35","28","0","15","35","28",
"0500000US29127","Marion County, Missouri","28858","*****","26255","85","1469","244","124","74","261","18","11","19","40","52","698","216","0","20","698","216",
"0500000US29129","Mercer County, Missouri","3702","*****","3594","15","17","15","0","11","19","18","5","8","16","17","51","23","0","11","51","23",
"0500000US29131","Miller County, Missouri","25011","*****","24074","141","134","65","322","121","106","24","0","20","173","141","202","142","1","3","201","141",
"0500000US29133","Mississippi County, Missouri","14112","*****","10359","78","3348","125","107","55","0","17","5","10","16","21","277","124","56","61","221","100",
"0500000US29135","Moniteau County, Missouri","15840","*****","14720","182","533","62","47","31","14","16","0","17","182","189","344","78","17","25","327","69",
"0500000US29137","Monroe County, Missouri","8642","*****","8200","12","253","48","72","9","20","18","23","27","0","15","74","33","0","15","74","33",
"0500000US29139","Montgomery County, Missouri","11820","*****","11340","44","178","35","5","7","31","26","7","10","22","28","237","42","0","17","237","42",
"0500000US29141","Morgan County, Missouri","20182","*****","19426","83","188","71","58","87","15","15","0","20","67","69","428","99","18","35","410","88",
"0500000US29143","New Madrid County, Missouri","18229","*****","14828","57","2902","132","36","34","15","15","0","17","41","38","407","134","35","32","372","130",
"0500000US29145","Newton County, Missouri","58741","*****","53379","241","529","114","1317","199","706","134","543","38","303","183","1964","323","101","52","1863","318",
"0500000US29147","Nodaway County, Missouri","23026","*****","21666","37","631","69","78","36","299","92","84","86","24","21","244","81","36","29","208","78",
"0500000US29149","Oregon County, Missouri","10922","*****","10455","32","19","14","139","77","50","80","0","17","41","32","218","76","0","17","218","76",
"0500000US29151","Osage County, Missouri","13704","*****","13458","60","103","42","40","37","8","13","4","7","40","51","51","32","21","27","30","22",
"0500000US29153","Ozark County, Missouri","9450","*****","9106","30","5","9","6","12","0","15","0","15","46","66","287","54","0","15","287","54",
"0500000US29155","Pemiscot County, Missouri","17599","*****","12332","84","4748","108","61","40","0","17","2","3","156","101","300","110","24","23","276","112",
"0500000US29157","Perry County, Missouri","19152","*****","18682","45","93","74","79","60","123","19","0","17","16","37","159","92","0","17","159","92",
"0500000US29159","Pettis County, Missouri","42193","*****","38333","379","1248","116","60","58","184","98","37","40","1024","393","1307","235","211","159","1096","160",
"0500000US29161","Phelps County, Missouri","44833","*****","40714","158","1222","231","418","133","1552","113","0","23","59","66","868","244","20","20","848","245",
"0500000US29163","Pike County, Missouri","18475","*****","16548","82","1179","151","75","22","43","20","12","15","166","124","452","108","9","9","443","107",
"0500000US29165","Platte County, Missouri","94970","*****","82413","325","6573","342","348","152","2449","209","20","19","800","264","2367","419","156","84","2211","413",
"0500000US29167","Polk County, Missouri","31113","*****","29793","129","264","84","270","98","91","91","0","23","84","97","611","143","0","23","611","143",
"0500000US29169","Pulaski County, Missouri","53302","*****","39973","525","7470","536","516","152","954","322","181","121","1716","451","2492","480","286","155","2206","449",
"0500000US29171","Putnam County, Missouri","4877","*****","4752","35","17","17","7","12","28","21","0","11","4","5","69","40","29","31","40","24",
"0500000US29173","Ralls County, Missouri","10225","*****","9902","28","123","48","58","40","4","7","3","5","1","4","134","61","6","9","128","59",
"0500000US29175","Randolph County, Missouri","25081","*****","22676","108","1283","127","106","46","128","55","20","25","94","64","774","170","58","64","716","150",
"0500000US29177","Ray County, Missouri","22921","*****","21920","70","346","80","110","56","47","45","3","6","104","82","391","111","41","36","350","113",
"0500000US29179","Reynolds County, Missouri","6530","*****","6250","21","112","52","54","27","6","7","8","8","15","22","85","47","0","15","85","47",
"0500000US29181","Ripley County, Missouri","13936","*****","13458","39","24","37","30","29","12","16","0","17","27","36","385","48","12","13","373","48",
"0500000US29183","St. Charles County, Missouri","379856","*****","343464","450","16761","527","736","203","8873","448","133","84","1818","374","8071","660","484","206","7587","636",
"0500000US29185","St. Clair County, Missouri","9444","*****","9055","35","73","36","38","30","26","22","0","15","34","34","218","44","2","6","216","44",
"0500000US29186","Ste. Genevieve County, Missouri","17937","*****","17245","13","193","40","0","17","16","37","359","194","10","13","114","178","0","17","114","178",
"0500000US29187","St. Francois County, Missouri","66230","*****","61766","143","3137","184","161","92","105","113","0","26","97","82","964","203","115","95","849","176",
"0500000US29189","St. Louis County, Missouri","1000560","*****","692735","1054","235920","1438","1622","301","38459","894","222","102","6908","989","24694","1815","1795","553","22899","1772",
"0500000US29195","Saline County, Missouri","23214","*****","19929","257","1226","191","34","41","61","40","232","19","825","246","907","241","195","106","712","219",
"0500000US29197","Schuyler County, Missouri","4396","*****","4293","12","47","26","3","4","0","11","0","11","0","11","53","25","0","11","53","25",
"0500000US29199","Scotland County, Missouri","4893","*****","4788","19","82","37","0","11","0","11","0","11","0","11","23","27","0","11","23","27",
"0500000US29201","Scott County, Missouri","38994","*****","33414","198","4726","108","143","103","33","30","0","23","192","194","486","161","45","46","441","154",
"0500000US29203","Shannon County, Missouri","8256","*****","7896","41","16","24","133","70","0","15","0","15","31","43","180","73","0","15","180","73",
"0500000US29205","Shelby County, Missouri","6148","*****","5988","27","112","37","1","3","4","7","3","7","7","11","33","33","14","17","19","27",
"0500000US29207","Stoddard County, Missouri","29788","*****","28952","55","459","103","38","36","14","14","0","20","34","38","291","97","22","37","269","101",
"0500000US29209","Stone County, Missouri","31197","*****","30109","111","43","35","261","98","9","12","12","20","198","107","565","115","53","51","512","96",
"0500000US29211","Sullivan County, Missouri","6416","*****","5947","98","87","30","30","20","48","30","0","15","202","104","102","43","18","20","84","34",
"0500000US29213","Taney County, Missouri","53853","*****","49835","285","462","140","358","144","437","96","19","27","1311","307","1431","223","116","100","1315","193",
"0500000US29215","Texas County, Missouri","25690","*****","23898","77","451","98","602","269","29","29","0","20","80","76","630","260","17","16","613","261",
"0500000US29217","Vernon County, Missouri","20836","*****","19959","118","200","60","97","49","142","25","0","20","2","5","436","151","8","15","428","149",
"0500000US29219","Warren County, Missouri","33290","*****","31302","330","703","133","56","68","124","77","83","69","349","309","673","176","11","19","662","172",
"0500000US29221","Washington County, Missouri","25002","*****","23702","45","594","75","96","48","9","17","13","19","5","7","583","90","18","14","565","91",
"0500000US29223","Wayne County, Missouri","13341","*****","12944","13","90","25","51","39","8","13","0","17","2","4","246","47","8","11","238","46",
"0500000US29225","Webster County, Missouri","37075","*****","35389","121","458","75","153","72","112","35","66","41","307","118","590","117","74","63","516","91",
"0500000US29227","Worth County, Missouri","2061","*****","2013","27","0","11","0","11","0","11","0","11","0","11","48","27","11","13","37","22",
"0500000US29229","Wright County, Missouri","18378","*****","17779","83","115","89","30","24","63","71","0","17","83","83","308","83","0","17","308","83",
"0500000US29510","St. Louis city, Missouri","316030","*****","144226","520","151372","678","734","186","9660","415","162","48","2825","487","7051","757","447","201","6604","755",
