"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!No schooling completed","Margin of Error!!Total!!No schooling completed","Estimate!!Total!!Nursery school","Margin of Error!!Total!!Nursery school","Estimate!!Total!!Kindergarten","Margin of Error!!Total!!Kindergarten","Estimate!!Total!!1st grade","Margin of Error!!Total!!1st grade","Estimate!!Total!!2nd grade","Margin of Error!!Total!!2nd grade","Estimate!!Total!!3rd grade","Margin of Error!!Total!!3rd grade","Estimate!!Total!!4th grade","Margin of Error!!Total!!4th grade","Estimate!!Total!!5th grade","Margin of Error!!Total!!5th grade","Estimate!!Total!!6th grade","Margin of Error!!Total!!6th grade","Estimate!!Total!!7th grade","Margin of Error!!Total!!7th grade","Estimate!!Total!!8th grade","Margin of Error!!Total!!8th grade","Estimate!!Total!!9th grade","Margin of Error!!Total!!9th grade","Estimate!!Total!!10th grade","Margin of Error!!Total!!10th grade","Estimate!!Total!!11th grade","Margin of Error!!Total!!11th grade","Estimate!!Total!!12th grade, no diploma","Margin of Error!!Total!!12th grade, no diploma","Estimate!!Total!!Regular high school diploma","Margin of Error!!Total!!Regular high school diploma","Estimate!!Total!!GED or alternative credential","Margin of Error!!Total!!GED or alternative credential","Estimate!!Total!!Some college, less than 1 year","Margin of Error!!Total!!Some college, less than 1 year","Estimate!!Total!!Some college, 1 or more years, no degree","Margin of Error!!Total!!Some college, 1 or more years, no degree","Estimate!!Total!!Associate's degree","Margin of Error!!Total!!Associate's degree","Estimate!!Total!!Bachelor's degree","Margin of Error!!Total!!Bachelor's degree","Estimate!!Total!!Master's degree","Margin of Error!!Total!!Master's degree","Estimate!!Total!!Professional school degree","Margin of Error!!Total!!Professional school degree","Estimate!!Total!!Doctorate degree","Margin of Error!!Total!!Doctorate degree",
"0500000US29091","Howell County, Missouri","27214","136","192","74","0","23","0","23","0","23","0","23","22","27","0","23","39","41","65","44","74","37","956","184","654","175","961","227","839","177","352","94","8852","512","1843","245","2210","277","3841","401","2402","338","2144","281","1260","206","333","113","175","108",
"0500000US29093","Iron County, Missouri","7259","45","68","33","0","17","2","3","0","17","0","17","11","13","6","10","16","14","56","29","44","23","221","83","174","56","335","90","336","85","123","47","2532","184","426","88","543","98","975","128","565","115","504","109","255","72","18","14","49","35",
"0500000US29095","Jackson County, Missouri","459102","65","4573","492","25","31","46","33","80","87","225","112","394","158","394","144","881","248","2613","423","1101","232","4517","457","5352","571","8004","592","10955","746","7549","505","116842","2137","17930","872","31821","1130","77720","1908","32982","1074","85778","1854","35470","1250","8893","507","4957","450",
"0500000US29097","Jasper County, Missouri","76064","182","623","216","13","22","11","18","48","48","206","135","135","73","194","99","284","132","559","169","164","105","1203","226","1575","318","1772","248","1861","313","1216","248","22711","907","4496","498","5524","437","11619","691","5073","488","11382","723","4188","412","597","193","610","173",
"0500000US29099","Jefferson County, Missouri","151205","142","953","191","53","43","0","26","0","26","13","24","43","40","33","37","80","53","391","130","383","113","2949","371","2828","412","4120","445","4480","470","2640","304","41366","1152","8609","627","12867","664","24821","1075","16707","961","18769","977","7426","590","837","169","837","194",
"0500000US29101","Johnson County, Missouri","31046","170","88","45","0","26","0","26","0","26","0","26","0","26","7","8","23","27","144","115","33","36","565","145","351","119","496","134","567","138","395","117","8706","471","1100","250","2532","292","4606","407","2805","341","5175","413","2523","359","395","124","535","156",
"0500000US29103","Knox County, Missouri","2714","24","17","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","2","5","185","59","24","18","61","24","45","19","41","21","1080","85","107","35","225","56","337","66","169","45","287","60","98","40","14","12","22","22",
"0500000US29105","Laclede County, Missouri","24121","115","256","114","0","23","0","23","0","23","0","23","11","19","20","31","11","16","53","42","87","65","690","167","504","154","1170","240","1024","200","569","171","7866","545","1509","305","2245","312","3105","442","1703","286","2316","329","715","189","170","78","97","72",
"0500000US29107","Lafayette County, Missouri","22568","79","395","173","4","7","0","23","0","23","0","23","1","2","4","6","0","23","45","52","21","26","420","124","338","143","419","113","493","156","361","128","8374","481","1268","294","1574","256","3135","340","1581","229","2861","337","969","151","103","52","202","97",
"0500000US29109","Lawrence County, Missouri","25512","97","192","89","0","23","0","23","0","23","6","13","42","40","24","26","11","13","141","102","78","64","532","129","702","222","957","252","948","211","429","130","8501","569","1374","237","2086","276","3795","402","1559","275","2871","351","1088","237","134","88","42","29",
"0500000US29111","Lewis County, Missouri","6608","41","62","36","0","17","0","17","0","17","3","4","0","17","0","17","0","17","10","8","20","21","192","71","87","39","168","58","138","55","123","59","2834","193","275","71","371","83","1025","119","379","76","542","99","241","91","53","33","85","64",
"0500000US29113","Lincoln County, Missouri","35324","137","316","130","0","26","0","26","0","26","25","41","3","6","0","26","0","26","84","82","93","64","596","154","692","209","1185","232","1086","262","432","141","12948","657","2039","280","2466","325","4812","441","3173","431","3625","375","1405","270","134","78","210","153",
"0500000US29115","Linn County, Missouri","8459","43","70","54","0","17","2","3","9","12","0","17","17","23","0","17","0","17","6","13","32","22","233","88","109","40","218","63","218","78","88","37","3647","216","479","76","702","103","825","135","571","120","794","168","302","62","119","56","18","16",
"0500000US29117","Livingston County, Missouri","10682","48","117","46","0","17","0","17","0","17","2","4","0","17","30","45","8","15","4","4","45","36","260","89","216","65","295","75","371","107","144","58","3740","267","675","103","700","112","1078","182","885","159","1450","174","555","115","98","54","9","16",
"0500000US29119","McDonald County, Missouri","14827","86","359","121","0","20","0","20","3","5","14","17","23","23","40","30","50","43","161","83","113","67","490","135","520","127","515","136","602","137","340","110","4191","357","1070","186","1150","201","2247","278","967","191","1241","225","438","131","166","110","127","78",
"0500000US29121","Macon County, Missouri","10626","64","138","63","0","17","0","17","0","17","0","17","0","17","0","17","6","8","3","4","10","12","309","76","166","58","243","68","240","72","219","72","4131","228","588","103","923","127","1200","132","769","131","1203","168","395","85","56","31","27","25",
"0500000US29123","Madison County, Missouri","8576","190","184","102","0","17","0","17","0","17","9","13","22","26","9","19","5","6","100","75","13","14","392","105","226","115","300","134","247","103","209","78","2719","311","420","124","691","170","1345","252","633","159","754","234","222","96","29","29","47","56",
"0500000US29125","Maries County, Missouri","6367","72","91","58","0","15","0","15","0","15","0","15","14","21","3","5","5","8","95","94","23","21","235","89","171","60","200","79","150","65","121","54","2317","193","352","92","663","125","568","120","470","118","612","117","200","82","64","38","13","19",
"0500000US29127","Marion County, Missouri","19339","134","208","66","0","20","0","20","0","20","8","12","1","3","2","5","6","12","23","24","73","51","453","118","418","124","490","123","562","144","255","83","6319","421","1101","179","1437","209","2790","248","1234","186","2717","300","906","193","214","63","122","58",
"0500000US29129","Mercer County, Missouri","2515","26","13","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","6","8","127","43","18","13","35","18","54","26","28","15","1104","96","95","32","136","40","296","62","179","43","271","62","126","43","14","12","13","20",
"0500000US29131","Miller County, Missouri","17171","78","133","98","0","20","0","20","0","20","6","11","0","20","48","56","27","36","97","107","78","56","555","157","350","142","334","124","691","239","282","113","6204","435","1176","290","1069","182","2346","343","1085","230","1793","278","799","183","60","33","38","31",
"0500000US29133","Mississippi County, Missouri","9865","158","97","48","0","17","0","17","0","17","26","23","14","17","87","65","46","41","119","68","113","60","587","137","287","93","532","124","606","140","166","63","2985","270","874","150","727","141","1208","215","265","72","812","177","230","69","84","43","0","17",
"0500000US29135","Moniteau County, Missouri","10584","68","106","44","0","17","0","17","0","17","0","17","13","20","16","26","7","11","80","52","109","66","589","100","149","65","179","53","324","91","169","72","3793","281","827","116","725","136","1039","146","524","114","1476","169","370","100","51","27","38","28",
"0500000US29137","Monroe County, Missouri","6118","31","36","27","0","15","0","15","0","15","0","15","7","8","0","15","7","7","5","6","19","18","135","50","82","38","123","42","140","48","76","32","2581","195","357","90","537","94","734","122","421","106","575","102","229","62","38","25","16","15",
"0500000US29139","Montgomery County, Missouri","8298","43","110","45","0","17","0","17","7","9","0","17","0","17","0","17","18","20","57","46","36","25","283","74","121","48","287","63","268","72","158","54","3034","230","525","88","557","119","1098","162","618","127","716","119","352","87","21","19","32","21",
"0500000US29141","Morgan County, Missouri","14402","50","137","111","0","20","0","20","5","7","0","20","38","52","12","16","27","37","41","38","67","55","975","228","351","122","659","188","653","206","232","106","4907","352","984","204","787","161","2027","212","809","163","1158","216","404","97","104","53","25","24",
"0500000US29143","New Madrid County, Missouri","12554","53","155","52","6","9","22","20","25","26","39","33","17","14","10","13","79","42","42","25","96","47","459","97","425","106","836","149","684","138","128","53","4343","274","830","173","771","139","1621","228","572","140","839","143","525","145","23","20","7","12",
"0500000US29145","Newton County, Missouri","39172","135","597","172","0","26","0","26","5","8","0","26","5","7","24","28","52","52","196","107","125","62","946","182","851","228","928","204","1377","248","520","132","11267","570","2175","255","3682","378","5911","483","3289","297","4685","409","1816","267","482","129","239","108",
"0500000US29147","Nodaway County, Missouri","12566","132","45","22","0","20","0","20","0","20","0","20","3","5","0","20","2","5","15","17","9","7","290","96","89","52","196","76","207","80","77","32","4447","244","736","148","819","135","1901","228","592","143","1747","217","862","177","251","104","278","111",
"0500000US29149","Oregon County, Missouri","7707","77","72","34","0","17","0","17","0","17","0","17","0","17","6","10","0","17","42","25","69","63","378","105","194","71","156","52","206","73","144","64","2850","260","374","101","566","122","1104","166","578","146","615","147","290","80","18","18","45","45",
"0500000US29151","Osage County, Missouri","9255","34","52","46","0","17","0","17","0","17","0","17","0","17","10","12","2","3","5","6","12","15","325","94","65","33","168","62","125","50","130","60","3739","220","426","122","589","109","939","155","902","139","1281","174","398","97","74","42","13","11",
"0500000US29153","Ozark County, Missouri","7070","60","82","66","0","15","0","15","0","15","4","6","0","15","0","15","22","22","33","27","23","18","215","85","168","94","204","75","285","95","110","50","2626","239","662","116","469","106","906","161","450","102","479","115","236","61","66","59","30","36",
"0500000US29155","Pemiscot County, Missouri","11387","99","215","68","0","17","0","17","26","41","4","5","63","41","62","37","58","47","128","63","219","110","540","124","376","103","422","108","583","148","173","55","3598","256","732","125","746","142","1481","183","633","135","869","174","391","114","28","20","40","34",
"0500000US29157","Perry County, Missouri","12956","78","95","50","0","17","0","17","0","17","0","17","9","14","0","17","0","17","23","29","56","51","461","127","151","66","314","83","272","76","239","77","5160","274","816","168","1030","191","1526","215","717","128","1383","192","508","106","169","77","27","40",
"0500000US29159","Pettis County, Missouri","27875","107","331","110","0","23","0","23","71","65","44","37","92","79","85","48","197","112","270","90","107","68","815","168","640","155","674","208","858","176","527","134","7859","466","1177","177","2279","254","4209","318","2837","286","3165","265","1116","180","326","96","196","84",
"0500000US29161","Phelps County, Missouri","27780","198","372","145","9","14","0","23","0","23","0","23","52","45","29","21","80","65","104","67","222","115","622","130","448","111","597","143","583","146","507","141","8096","612","1114","213","2174","322","3094","342","1940","267","4210","390","2221","331","479","144","827","173",
"0500000US29163","Pike County, Missouri","12757","101","127","52","0","17","4","8","0","17","0","17","0","17","0","17","9","11","136","70","48","33","509","110","319","93","597","153","528","140","229","87","4504","229","1216","160","777","135","1515","226","541","107","1220","176","375","91","90","40","13","9",
"0500000US29165","Platte County, Missouri","64196","100","323","108","2","4","4","5","0","26","0","26","31","32","22","26","95","68","71","56","93","82","321","126","206","104","637","162","522","133","689","174","12267","669","1967","318","4535","432","11185","725","5080","497","16503","746","7302","600","1475","292","866","216",
"0500000US29167","Polk County, Missouri","19738","106","57","31","0","23","0","23","0","23","2","4","0","23","3","6","10","16","0","23","56","47","524","165","456","157","656","196","623","174","269","89","6333","462","1025","214","1663","265","2825","393","1365","235","2317","364","1233","223","165","65","156","88",
"0500000US29169","Pulaski County, Missouri","28651","330","280","109","7","11","0","26","0","26","28","40","13","20","0","26","63","45","41","38","69","55","385","129","415","218","545","183","520","219","539","206","7498","659","1386","279","2253","394","4797","595","2971","568","4528","538","2031","351","130","65","152","88",
"0500000US29171","Putnam County, Missouri","3432","57","24","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","98","56","95","53","107","45","65","39","7","7","1247","180","131","53","303","83","400","123","322","83","424","99","172","77","22","18","15","17",
"0500000US29173","Ralls County, Missouri","7264","14","64","36","14","20","0","17","0","17","0","17","4","7","0","17","3","7","2","3","1","4","136","63","103","48","161","59","279","92","109","46","3098","234","492","112","577","128","750","118","548","138","616","125","246","78","52","33","9","11",
"0500000US29175","Randolph County, Missouri","17167","129","238","110","0","20","0","20","0","20","0","20","0","20","3","5","9","12","40","36","64","45","417","120","179","59","626","157","562","135","189","71","5097","358","1264","219","1580","232","2541","289","1887","249","1599","249","640","144","115","57","117","46",
"0500000US29177","Ray County, Missouri","15717","94","83","54","2","4","0","20","0","20","0","20","0","20","0","20","2","3","10","16","57","47","322","96","214","87","507","133","308","98","375","150","6435","385","834","156","1270","202","2156","260","962","187","1511","264","572","155","76","42","21","18",
