"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"0500000US29017","Bollinger County, Missouri","10559","*****","10007","134","89","60","3","6","5","7","0","19","60","70","395","140","103","106","292","85",
"0500000US29019","Boone County, Missouri","188043","*****","144850","765","18277","714","188","70","9111","570","154","88","2586","768","12877","1240","4494","716","8383","915",
"0500000US29021","Buchanan County, Missouri","83568","*****","67554","531","4855","432","352","133","930","220","349","143","2849","525","6679","908","3010","570","3669","619",
"0500000US29023","Butler County, Missouri","42020","*****","36461","413","1978","294","78","59","185","121","2","4","420","364","2896","376","855","255","2041","289",
"0500000US29025","Caldwell County, Missouri","8927","*****","8270","68","107","41","34","18","37","20","7","11","60","45","412","63","135","47","277","52",
"0500000US29027","Callaway County, Missouri","44741","*****","39537","263","1684","249","165","91","64","40","0","26","277","192","3014","308","918","236","2096","308",
"0500000US29029","Camden County, Missouri","43667","*****","40534","191","386","110","54","35","274","93","0","26","684","229","1735","322","809","264","926","153",
"0500000US29031","Cape Girardeau County, Missouri","82735","*****","69959","407","6109","460","255","210","1361","212","88","65","621","325","4342","586","1372","479","2970","462",
"0500000US29033","Carroll County, Missouri","8411","*****","7895","62","145","75","0","17","13","13","1","3","6","9","351","95","133","70","218","74",
"0500000US29035","Carter County, Missouri","5297","*****","4905","32","22","30","0","17","2","3","0","17","4","6","364","39","155","33","209","30",
"0500000US29037","Cass County, Missouri","110773","*****","93583","655","5124","423","308","101","842","129","111","47","2514","672","8291","702","3897","569","4394","528",
"0500000US29039","Cedar County, Missouri","14615","*****","13588","219","72","50","49","46","4","6","0","19","179","193","723","119","184","110","539","69",
"0500000US29041","Chariton County, Missouri","7390","*****","6892","65","140","39","47","39","14","20","0","17","67","48","230","73","82","54","148","47",
"0500000US29043","Christian County, Missouri","92915","*****","84787","576","653","152","304","145","750","224","140","108","1369","409","4912","645","1882","548","3030","310",
"0500000US29045","Clark County, Missouri","6675","*****","6334","75","127","12","0","17","6","12","0","17","11","18","197","76","143","76","54","8",
"0500000US29047","Clay County, Missouri","258122","*****","204377","863","18039","931","1046","295","6676","517","758","184","7029","982","20197","1259","9575","964","10622","1053",
"0500000US29049","Clinton County, Missouri","21414","*****","19862","206","178","48","25","24","35","35","0","23","207","189","1107","161","327","156","780","80",
"0500000US29051","Cole County, Missouri","77032","*****","61853","476","7563","535","248","124","1130","162","8","11","1132","406","5098","656","1546","458","3552","627",
"0500000US29053","Cooper County, Missouri","16824","*****","14831","95","945","122","17","18","21","21","0","19","55","42","955","151","408","99","547","117",
"0500000US29055","Crawford County, Missouri","22797","*****","21127","264","177","44","42","31","18","15","51","47","237","150","1145","281","678","268","467","81",
"0500000US29057","Dade County, Missouri","7641","*****","7077","53","32","27","31","25","10","8","1","3","14","15","476","57","97","46","379","40",
"0500000US29059","Dallas County, Missouri","17551","*****","16425","113","33","33","16","24","3","5","0","19","130","153","944","169","162","92","782","143",
"0500000US29061","Daviess County, Missouri","8477","*****","8101","42","82","36","10","14","18","19","8","13","41","37","217","51","91","38","126","36",
"0500000US29063","DeKalb County, Missouri","10876","*****","9520","111","714","138","28","18","62","60","0","19","93","55","459","167","199","109","260","144",
"0500000US29065","Dent County, Missouri","14539","*****","13353","197","68","38","103","47","124","44","10","15","159","87","722","200","359","169","363","81",
"0500000US29067","Douglas County, Missouri","11965","*****","11051","46","108","49","90","64","16","26","0","19","27","28","673","98","304","59","369","79",
"0500000US29069","Dunklin County, Missouri","27493","*****","21005","474","1955","298","28","22","96","114","0","23","317","155","4092","582","2057","480","2035","329",
"0500000US29071","Franklin County, Missouri","105950","*****","94646","1185","922","195","76","38","490","121","43","48","911","315","8862","1163","6565","1210","2297","252",
"0500000US29073","Gasconade County, Missouri","14746","*****","14051","102","127","67","44","28","16","19","37","34","16","24","455","124","205","93","250","70",
"0500000US29075","Gentry County, Missouri","6245","*****","5916","70","22","43","2","4","42","32","0","17","42","28","221","70","84","64","137","45",
"0500000US29077","Greene County, Missouri","303375","*****","260352","1048","9184","765","866","187","5902","550","488","162","5766","919","20817","1340","7935","852","12882","994",
"0500000US29079","Grundy County, Missouri","9787","*****","9059","102","50","37","20","19","73","35","1","3","91","65","493","132","197","100","296","91",
"0500000US29081","Harrison County, Missouri","8190","*****","7710","41","64","54","13","11","99","87","0","17","28","26","276","90","67","44","209","88",
"0500000US29083","Henry County, Missouri","22328","*****","20586","144","169","52","46","22","36","31","0","23","77","43","1414","162","630","157","784","67",
"0500000US29085","Hickory County, Missouri","8585","*****","8108","57","16","18","3","5","39","12","0","17","17","19","402","53","85","50","317","17",
"0500000US29087","Holt County, Missouri","4240","*****","4000","53","18","28","0","12","16","6","0","12","37","41","169","38","37","22","132","29",
"0500000US29089","Howard County, Missouri","10147","*****","8779","223","561","59","151","82","21","27","5","8","88","96","542","210","333","211","209","57",
"0500000US29091","Howell County, Missouri","40383","*****","37171","422","216","47","107","60","183","56","2","6","644","383","2060","193","800","162","1260","125",
"0500000US29093","Iron County, Missouri","9446","*****","8723","80","48","41","26","18","126","55","9","15","56","37","458","91","218","82","240","39",
"0500000US29095","Jackson County, Missouri","719976","*****","442912","1731","159603","1832","2949","798","13214","585","1783","281","28391","2480","71124","3088","40304","2292","30820","2022",
"0500000US29097","Jasper County, Missouri","124357","*****","103636","822","2211","369","990","209","1651","183","419","110","3345","648","12105","1007","5570","820","6535","492",
"0500000US29099","Jefferson County, Missouri","229458","*****","204876","1653","2315","454","351","180","2358","207","47","39","2018","502","17493","1741","12392","1665","5101","550",
"0500000US29101","Johnson County, Missouri","54732","*****","46706","337","2380","245","145","119","830","92","199","64","741","272","3731","445","1465","313","2266","339",
"0500000US29103","Knox County, Missouri","3756","*****","3561","34","24","28","3","6","7","12","76","61","9","12","76","62","33","39","43","45",
"0500000US29105","Laclede County, Missouri","36390","*****","33231","344","209","135","118","72","275","102","101","131","330","190","2126","410","1009","333","1117","256",
"0500000US29107","Lafayette County, Missouri","33115","*****","30066","250","514","145","80","93","123","93","0","26","506","261","1826","361","767","309","1059","172",
"0500000US29109","Lawrence County, Missouri","38593","*****","34058","364","107","47","225","102","187","90","16","21","1214","408","2786","398","1451","416","1335","232",
"0500000US29111","Lewis County, Missouri","9924","*****","9100","40","383","111","2","3","50","30","0","17","6","8","383","113","129","62","254","90",
"0500000US29113","Lincoln County, Missouri","63057","*****","58143","196","1223","271","153","144","203","85","72","61","581","300","2682","365","1013","266","1669","252",
"0500000US29115","Linn County, Missouri","11852","*****","11194","79","97","70","33","19","52","38","12","20","57","38","407","96","234","65","173","65",
"0500000US29117","Livingston County, Missouri","14364","*****","13093","105","434","91","51","25","52","37","6","10","66","54","662","136","344","121","318","79",
"0500000US29119","McDonald County, Missouri","23701","*****","16618","565","466","123","355","110","320","114","910","74","1631","310","3401","636","2302","635","1099","203",
"0500000US29121","Macon County, Missouri","15163","*****","13958","56","323","94","23","25","93","56","0","19","112","90","654","147","241","113","413","97",
"0500000US29123","Madison County, Missouri","12729","*****","11739","104","35","40","65","81","36","28","0","19","111","87","743","148","389","124","354","91",
"0500000US29125","Maries County, Missouri","8450","*****","7830","135","18","22","103","63","0","17","0","17","19","16","480","146","269","131","211","63",
"0500000US29127","Marion County, Missouri","28457","*****","25370","127","1192","180","68","46","228","80","0","23","150","151","1449","274","230","171","1219","340",
"0500000US29129","Mercer County, Missouri","3482","*****","3218","45","6","19","23","23","31","22","4","7","81","53","119","49","44","33","75","30",
"0500000US29131","Miller County, Missouri","25269","*****","23799","143","279","70","33","21","96","54","12","17","227","113","823","153","314","127","509","95",
"0500000US29133","Mississippi County, Missouri","11902","*****","8467","135","2257","293","4","6","76","77","0","19","2","5","1096","312","223","122","873","294",
"0500000US29135","Moniteau County, Missouri","15262","*****","13644","189","342","72","3","5","72","33","17","28","245","122","939","216","592","189","347","77",
"0500000US29137","Monroe County, Missouri","8734","*****","8101","49","309","53","37","21","34","18","0","17","32","33","221","74","70","37","151","62",
"0500000US29139","Montgomery County, Missouri","11426","*****","10635","92","97","41","71","54","9","12","15","19","44","27","555","117","207","86","348","60",
"0500000US29141","Morgan County, Missouri","21717","*****","20126","203","51","35","11","18","78","45","0","23","167","155","1284","232","543","224","741","61",
"0500000US29143","New Madrid County, Missouri","15731","*****","11834","245","2060","199","14","15","49","36","0","19","61","32","1713","343","779","234","934","206",
"0500000US29145","Newton County, Missouri","60118","*****","48846","661","567","143","1019","252","963","113","837","52","1285","396","6601","796","3720","771","2881","300",
"0500000US29147","Nodaway County, Missouri","20774","*****","19125","126","439","44","58","20","341","51","5","9","292","109","514","125","299","103","215","63",
"0500000US29149","Oregon County, Missouri","8673","*****","8061","62","7","8","15","18","52","33","3","4","14","14","521","78","152","67","369","36",
"0500000US29151","Osage County, Missouri","13402","*****","13061","49","37","39","24","20","14","25","0","19","4","8","262","66","70","47","192","45",
"0500000US29153","Ozark County, Missouri","8873","*****","8333","55","24","30","6","12","0","17","0","17","44","40","466","65","148","54","318","51",
"0500000US29155","Pemiscot County, Missouri","14958","*****","9856","188","3649","265","43","35","26","32","0","19","71","82","1313","292","600","213","713","261",
"0500000US29157","Perry County, Missouri","18976","*****","17862","164","131","82","13","15","156","88","0","19","131","86","683","186","313","162","370","120",
"0500000US29159","Pettis County, Missouri","43397","*****","36541","317","1073","172","200","124","299","106","163","64","1648","362","3473","370","1796","311","1677","227",
"0500000US29161","Phelps County, Missouri","45194","*****","39059","472","1100","193","197","73","1744","171","15","31","349","172","2730","515","1489","446","1241","235",
"0500000US29163","Pike County, Missouri","17711","*****","15843","109","878","108","84","40","60","26","30","34","15","17","801","128","391","110","410","101",
"0500000US29165","Platte County, Missouri","110371","*****","86796","631","8533","616","295","114","2807","230","216","185","3223","579","8501","685","3549","513","4952","578",
"0500000US29167","Polk County, Missouri","32444","*****","29769","255","239","88","82","39","269","149","0","26","425","193","1660","252","676","213","984","199",
"0500000US29169","Pulaski County, Missouri","53894","*****","38565","506","5611","511","194","94","1205","232","327","91","1008","368","6984","724","3514","556","3470","515",
"0500000US29171","Putnam County, Missouri","4642","*****","4458","89","9","4","23","21","0","12","0","12","7","16","145","89","88","52","57","71",
"0500000US29173","Ralls County, Missouri","10428","*****","9688","141","187","49","6","9","17","28","0","19","47","30","483","161","319","151","164","47",
"0500000US29175","Randolph County, Missouri","24365","*****","21611","191","1203","96","16","21","50","28","6","11","102","50","1377","210","435","176","942","110",
"0500000US29177","Ray County, Missouri","23145","*****","21423","134","182","82","317","124","76","35","2","4","202","104","943","181","327","125","616","114",
"0500000US29179","Reynolds County, Missouri","6010","*****","5503","78","89","42","14","11","14","12","0","17","51","47","339","74","131","65","208","44",
"0500000US29181","Ripley County, Missouri","10708","*****","9921","113","34","24","12","12","30","29","0","19","49","44","662","115","260","113","402","39",
"0500000US29183","St. Charles County, Missouri","414535","*****","348354","1247","21335","816","333","130","12632","459","187","82","5181","826","26513","1535","12625","1199","13888","957",
"0500000US29185","St. Clair County, Missouri","9587","*****","8960","101","77","35","16","12","24","16","0","17","71","43","439","118","199","104","240","45",
"0500000US29186","Ste. Genevieve County, Missouri","18571","*****","17445","91","227","49","17","17","9","13","0","19","70","48","803","122","233","111","570","93",
"0500000US29187","St. Francois County, Missouri","66999","*****","60518","570","1873","193","239","153","253","91","18","20","597","404","3501","519","1386","455","2115","346",
"0500000US29189","St. Louis County, Missouri","995569","*****","618307","3089","240070","1926","1148","354","48760","1065","213","96","17813","2278","69258","3549","33911","2666","35347","2235",
"0500000US29195","Saline County, Missouri","23231","*****","18438","317","1138","208","30","29","144","85","321","101","1142","327","2018","444","991","346","1027","241",
"0500000US29197","Schuyler County, Missouri","4038","*****","3833","68","8","9","10","13","22","29","0","12","0","12","165","66","78","60","87","44",
"0500000US29199","Scotland County, Missouri","4686","*****","4500","37","6","15","8","10","2","3","20","25","2","4","148","46","37","38","111","28",
"0500000US29201","Scott County, Missouri","37933","*****","31009","247","3501","305","8","7","33","38","45","4","98","110","3239","393","1090","254","2149","309",
"0500000US29203","Shannon County, Missouri","7177","*****","6622","26","14","19","31","30","30","26","0","17","19","22","461","43","47","41","414","55",
"0500000US29205","Shelby County, Missouri","5986","*****","5625","41","98","50","2","3","21","9","0","17","18","19","222","68","103","56","119","33",
"0500000US29207","Stoddard County, Missouri","28470","*****","26612","312","316","87","137","110","42","42","41","51","97","69","1225","330","638","311","587","95",
"0500000US29209","Stone County, Missouri","32048","*****","29929","250","104","45","123","62","89","42","5","7","350","116","1448","241","602","239","846","87",
"0500000US29211","Sullivan County, Missouri","5857","*****","4691","98","157","65","24","24","60","63","0","17","390","119","535","131","462","129","73","25",
"0500000US29213","Taney County, Missouri","56529","*****","48837","448","1065","161","147","61","569","97","0","29","1138","305","4773","521","3026","447","1747","228",
"0500000US29215","Texas County, Missouri","25161","*****","22463","233","912","134","68","45","37","25","0","23","256","116","1425","302","615","231","810","152",
"0500000US29217","Vernon County, Missouri","19687","*****","18326","109","177","67","24","17","155","34","1","3","305","153","699","121","158","87","541","110",
"0500000US29219","Warren County, Missouri","37177","*****","33419","397","407","187","168","166","159","74","2","4","393","129","2629","517","1242","487","1387","228",
"0500000US29221","Washington County, Missouri","23470","*****","21617","239","416","55","6","10","31","29","0","23","135","81","1265","246","542","250","723","60",
"0500000US29223","Wayne County, Missouri","10862","*****","10151","180","46","35","0","19","30","46","0","19","116","78","519","143","163","131","356","61",
"0500000US29225","Webster County, Missouri","40500","*****","37143","507","434","212","126","70","49","53","66","76","213","137","2469","560","1482","526","987","252",
"0500000US29227","Worth County, Missouri","1934","*****","1842","7","2","5","4","8","0","12","0","12","2","3","84","12","16","18","68","19",
"0500000US29229","Wright County, Missouri","18965","*****","17449","231","103","90","14","20","65","56","0","19","335","173","999","244","447","241","552","113",
"0500000US29510","St. Louis city, Missouri","288512","*****","131235","616","121932","1090","723","258","10200","332","77","78","5695","860","18650","1335","7785","813","10865","1067",
