"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No schooling completed","Margin of Error!!Total:!!No schooling completed","Estimate!!Total:!!Nursery school","Margin of Error!!Total:!!Nursery school","Estimate!!Total:!!Kindergarten","Margin of Error!!Total:!!Kindergarten","Estimate!!Total:!!1st grade","Margin of Error!!Total:!!1st grade","Estimate!!Total:!!2nd grade","Margin of Error!!Total:!!2nd grade","Estimate!!Total:!!3rd grade","Margin of Error!!Total:!!3rd grade","Estimate!!Total:!!4th grade","Margin of Error!!Total:!!4th grade","Estimate!!Total:!!5th grade","Margin of Error!!Total:!!5th grade","Estimate!!Total:!!6th grade","Margin of Error!!Total:!!6th grade","Estimate!!Total:!!7th grade","Margin of Error!!Total:!!7th grade","Estimate!!Total:!!8th grade","Margin of Error!!Total:!!8th grade","Estimate!!Total:!!9th grade","Margin of Error!!Total:!!9th grade","Estimate!!Total:!!10th grade","Margin of Error!!Total:!!10th grade","Estimate!!Total:!!11th grade","Margin of Error!!Total:!!11th grade","Estimate!!Total:!!12th grade, no diploma","Margin of Error!!Total:!!12th grade, no diploma","Estimate!!Total:!!Regular high school diploma","Margin of Error!!Total:!!Regular high school diploma","Estimate!!Total:!!GED or alternative credential","Margin of Error!!Total:!!GED or alternative credential","Estimate!!Total:!!Some college, less than 1 year","Margin of Error!!Total:!!Some college, less than 1 year","Estimate!!Total:!!Some college, 1 or more years, no degree","Margin of Error!!Total:!!Some college, 1 or more years, no degree","Estimate!!Total:!!Associate's degree","Margin of Error!!Total:!!Associate's degree","Estimate!!Total:!!Bachelor's degree","Margin of Error!!Total:!!Bachelor's degree","Estimate!!Total:!!Master's degree","Margin of Error!!Total:!!Master's degree","Estimate!!Total:!!Professional school degree","Margin of Error!!Total:!!Professional school degree","Estimate!!Total:!!Doctorate degree","Margin of Error!!Total:!!Doctorate degree",
"0500000US29205","Shelby County, Missouri","4114","30","32","19","0","17","0","17","0","17","0","17","0","17","0","17","4","7","15","23","10","15","43","27","108","57","77","69","35","22","72","28","1714","192","120","35","281","62","524","133","317","72","560","116","173","66","15","12","14","17",
"0500000US29207","Stoddard County, Missouri","20030","77","323","103","0","23","0","23","0","23","0","23","5","8","26","33","1","4","63","38","113","79","518","130","401","128","786","238","615","150","415","100","7144","428","1301","229","1564","218","1903","232","1498","263","2202","331","921","209","154","92","77","53",
"0500000US29209","Stone County, Missouri","24971","42","92","50","55","64","4","8","2","5","4","7","5","8","0","26","8","10","17","16","90","70","256","129","150","64","496","147","468","141","389","123","7403","454","1222","224","2125","282","3713","362","2270","357","4216","371","1507","312","245","91","234","100",
"0500000US29211","Sullivan County, Missouri","4093","61","67","29","8","19","0","17","0","17","21","22","4","6","3","6","3","5","10","16","11","11","62","44","61","38","53","28","84","50","96","45","1840","153","126","55","232","66","444","119","332","75","379","98","195","63","24","18","38","41",
"0500000US29213","Taney County, Missouri","39109","147","376","163","17","23","31","32","8","13","0","29","89","103","20","30","20","30","143","121","45","37","309","109","303","99","427","117","602","204","1009","251","10704","679","2380","369","3531","419","5760","552","3555","423","6441","662","2226","311","532","218","581","190",
"0500000US29215","Texas County, Missouri","17881","170","190","87","27","38","0","23","0","23","0","23","2","4","0","23","0","23","1","2","33","41","443","155","233","76","540","180","586","141","375","125","6124","425","1344","274","1472","237","2343","299","1224","215","1552","225","1119","313","208","98","65","54",
"0500000US29217","Vernon County, Missouri","13386","86","148","82","0","19","0","19","0","19","0","19","0","19","0","19","11","14","21","37","30","35","293","78","255","127","278","129","209","84","234","103","4722","392","754","168","1098","206","1562","262","1553","346","1410","267","516","119","179","95","113","64",
"0500000US29219","Warren County, Missouri","25802","197","562","216","0","26","0","26","20","34","0","26","0","26","0","26","11","18","11","19","57","54","226","129","426","193","394","145","399","151","352","124","8341","617","1481","297","2156","352","3670","369","2492","339","3731","397","1248","264","89","52","136","89",
"0500000US29221","Washington County, Missouri","16279","81","189","112","9","16","0","23","24","27","0","23","31","43","4","7","11","13","5","6","62","69","396","152","313","125","606","148","412","132","302","113","5879","429","1239","218","1297","263","1721","261","1872","338","1256","312","583","179","47","36","21","21",
"0500000US29223","Wayne County, Missouri","8048","49","64","50","30","36","0","19","34","50","0","19","0","19","0","19","0","19","46","36","45","39","248","103","239","100","330","116","321","110","118","59","2891","325","450","121","457","118","1158","205","596","145","646","189","313","99","55","66","7","10",
"0500000US29225","Webster County, Missouri","26015","89","428","181","0","26","0","26","0","26","0","26","0","26","10","16","0","26","33","38","81","51","891","321","217","92","459","161","570","174","405","139","8706","639","1792","349","1825","353","3234","317","2594","449","3203","438","1245","340","181","95","141","92",
"0500000US29227","Worth County, Missouri","1385","43","24","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","3","3","6","7","17","14","8","8","11","14","580","64","77","37","128","39","122","47","117","43","180","45","65","35","33","23","14","12",
"0500000US29229","Wright County, Missouri","12572","97","176","105","0","19","16","24","0","19","0","19","0","19","0","19","17","17","0","19","124","122","618","174","132","60","424","179","160","83","313","127","4154","475","802","199","1010","214","1489","264","1143","245","1233","256","647","193","64","53","50","45",
"0500000US29510","St. Louis city, Missouri","210685","40","2757","525","111","82","16","18","23","42","60","88","104","74","124","105","161","91","462","186","640","250","1787","382","1358","300","2937","452","4782","670","4010","619","42232","1692","8504","942","12157","923","27901","1438","13879","1005","47524","1505","25925","1265","7190","624","6041","710",
